sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:randomly:adverb:1,randomly,adverb,随机地,adv 随机地,/'rændəmlɪ/,/'rændəmlɪ/,They throw out all of these behaviors randomly.,它们的这些行为都是随机的。
en:rank:verb:1,rank,verb,排列，分级,v 排列，分级,/ræŋk/,/ræŋk/,There were several pairs of riding boots ranked neatly in the hall.,门厅里整齐地摆放着几双马靴。
en:rape:noun:1,rape,noun,强奸,n 强奸,/rep/,/reɪp/,Police are investigating a series of violent rapes in the town.,警察在调查镇上发生的一连串暴力强奸案。
en:rare:adjective:1,rare,adjective,罕见的，稀少的,adj 罕见的，稀少的,/rɛr/,/reə(r)/,This species of plant is becoming increasingly rare.,这种植物越来越罕见。
en:rate:noun:1,rate,noun,费用,n 费用,/ret/,/reɪt/,$20 an hour is the going rate (= the usual amount paid ) for private tuition.,每小时20美元是私人授课的一般收费。
en:realm:noun:1,realm,noun,领域，方面,n 领域，方面,/rɛlm/,/relm/,the spiritual realm,精神领域
en:reap:verb:1,reap,verb,收割，收货,v 收割，收货,/rip/,/ri:p/,The peasants leaned down to reap wheat.,农民们俯身收割小麦。
en:recall:verb:1,recall,verb,回忆起，想起,v 回忆起，想起,/'rikɔl/,/rɪ'kɔ:l/,"You don’t happen to recall his name, do you?",你不会恰巧还想得起他的名字吧？
en:receipt:noun:1,receipt,noun,发票,n 发票,/rɪ'sit/,/rɪ'si:t/,on receipt of,在收到…后
en:reception:noun:1,reception,noun,接待,n 接待,/rɪ'sɛpʃən/,/rɪˈsepʃn/,She was unsure of her reception after everything that had happened.,发生了这些事后，她对自己是否还受欢迎没把握。
en:recipe:noun:1,recipe,noun,秘方，食谱,n 秘方，食谱,/'rɛsəpi/,/'resəpɪ/,a recipe book,一本烹饪书
en:reckless:adjective:1,reckless,adjective,鲁莽的,adj 鲁莽的,/'rɛkləs/,/'rekləs/,He was accused of causing death by reckless driving .,他被控因鲁莽驾驶致人死亡。
en:reckon:verb:1,reckon,verb,认为，评价,v 认为，评价,/'rɛkən/,/'rekən/,‘There’s nothing we can do about it.’ ‘You reckon (= used to express doubt or disagreement ) ?’,“这件事我们无能为力。”“是吗？”
en:reconcile:verb:1,reconcile,verb,使和解，使一致；调解,v 使和解，使一致；调解,/'rɛkənsaɪl/,/'rekənsaɪl/,The possibility remains that the two theories may be reconciled.,这两种理论仍是有可能协调的。
en:recruit:verb:1,recruit,verb,招聘,v 招聘,/rɪ'krut/,/rɪ'kru:t/,We’re having difficulty recruiting enough qualified staff.,我们难以招聘到足够的合格职员。
en:recurrence:noun:1,recurrence,noun,再次发生,n 再次发生,/rɪ'kɝəns/,/rɪˈkʌrəns/,Police are out in force to prevent a recurrence of the violence.,警察大规模地行动防止暴力的再次发生。
en:reflect:verb:1,reflect,verb,思考，反映，反射,v 思考，反映，反射,/rɪ'flɛkt/,/rɪ'flekt/,The drop in consumer spending reflects concern about the economy.,消费支出的下降反映出人们对经济的担忧。
en:reflective:adjective:1,reflective,adjective,深思熟虑的；反映的，反射的,adj 深思熟虑的；反映的，反射的,/rɪ'flɛktɪv/,/rɪ'flektɪv/,Stick reflective tape on your school bag.,给你的书包贴上反光带。
en:refreshing:adjective:1,refreshing,adjective,新鲜的,adj 新鲜的,/ri'frɛʃɪŋ/,/rɪˈfreʃɪŋ/,It made a refreshing change to talk to someone new.,和刚认识的人谈话感觉很新鲜。
en:regain:verb:1,regain,verb,重新获得,v 重新获得,/rɪ'ɡen/,/rɪ'ɡeɪn/,The family never quite regained its former influence.,这个家族再也没有恢复往昔的影响力。
en:registration:noun:1,registration,noun,注册，登记,n 注册，登记,/'rɛdʒɪ'streʃən/,/ˌredʒɪˈstreɪʃn/,Student registration (= for a course of study ) starts the first week in September.,学生注册在9月份的第一个星期开始。
en:regulation:noun:1,regulation,noun,管理，规则,n 管理，规则,/ˌrɛɡjəˈleʃən/,/ˌregjuˈleɪʃn/,There seem to be so many rules and regulations these days.,如今好像条条框框很多。
en:reimbursement:noun:1,reimbursement,noun,返还费用,n 返还费用,"/,riɪm'bɝsmənt/",/ˌri:ɪm'bɜ:smənt/,tax reimbursement,退税
en:reinforce:verb:1,reinforce,verb,增强，提高,v 增强，提高,"/,riɪn'fɔrs/",/ˌri:ɪnˈfɔ:s/,The film reinforces the idea that women should be pretty and dumb.,这部影片强化了这个观点——女人要漂亮，而且要笨一些。
en:release:verb:1,release,verb,释放，发布,v 释放，发布,/rɪ'lis/,/rɪ'li:s/,"Police arrested several men, who were later released.",警察逮捕了几个人，后来都释放了。
en:relevant:adjective:1,relevant,adjective,相关的,adj 相关的,/'rɛləvənt/,/ˈreləvənt/,Relevant documents were presented in court.,法庭上出示了相关的文件。
en:reliable:adjective:1,reliable,adjective,可靠的,adj 可靠的,/rɪ'laɪəbl/,/rɪˈlaɪəbl/,a birth control method that is cheap and reliable,既便宜又可靠的避孕方法
en:relieve:verb:1,relieve,verb,减轻，缓解,v 减轻，缓解,/rɪ'liv/,/rɪ'li:v/,Drugs helped to relieve the pain.,药物有助于舒缓疼痛。
en:relieved:adjective:1,relieved,adjective,轻松的，缓解的,adj 轻松的，缓解的,/rɪ'livd/,/rɪˈli:vd/,A relieved smile spread over his face.,他脸上绽开了宽慰的笑容。
en:reluctance:noun:1,reluctance,noun,勉强，不情愿,n 勉强，不情愿,/rɪ'lʌktəns/,/rɪ'lʌktəns/,"Wells finally agreed, but with reluctance.",韦尔斯最终同意了，但很勉强。
en:remarkable:adjective:1,remarkable,adjective,显著的，杰出的,adj 显著的，杰出的,/rɪ'mɑrkəbl/,/rɪˈmɑ:kəbl/,She has made remarkable progress.,她取得了显著的进步。
en:remove:verb:1,remove,verb,消除，移除；更新,v 消除，移除；更新,/rɪ'muv/,/rɪˈmu:v/,a cleaner that will remove wine stains,可去除葡萄酒酒渍的清洁剂
en:replacement:noun:1,replacement,noun,代替,n 代替,/rɪ'plesmənt/,/rɪ'pleɪsmənt/,Our old car is badly in need of replacement.,我们的旧车急需更换。
en:representative:noun:1,representative,noun,代表,n 代表,/'rɛprɪ'zɛntətɪv/,/ˌreprɪˈzentətɪv/,a union representative,工会代表
en:reproduction:noun:1,reproduction,noun,繁殖,n 繁殖,"/,riprə'dʌkʃən/",/ˌri:prəˈdʌkʃn/,"Scientists studied the reproduction, diet, and health of the dolphins.",科学家研究了海豚的繁殖情况、进食规律和健康状况。
en:reservation:noun:1,reservation,noun,预定,n 预定,"/,rɛzɚ'veʃən/",/ˌrezə'veɪʃn/,a dinner reservation,预订晚餐
en:resident:noun:1,resident,noun,居民,n 居民,/'rɛzɪdənt/,/ˈrezɪdənt/,"As one local resident put it in May, ""By day there is government.",正如一位当地居民在五月份对它的描述”白天有政府。
en:resign:verb:1,resign,verb,辞职,v 辞职,/rɪ'zaɪn/,/rɪ'zaɪn/,A hospital administrator has resigned over claims he lied to get the job.,一位医院主管因为有人声称他的职位是骗来的而辞职了。
en:resist:verb:1,resist,verb,抵制,v 抵制,/rɪ'zɪst/,/rɪ'zɪst/,He was charged with trying to resist arrest .,他被指控企图拒捕。
en:resolute:adjective:1,resolute,adjective,坚定的,adj 坚定的,/'rɛzəlut/,/'rezəlu:t/,resolute opposition,坚决的反对
en:resort:noun:1,resort,noun,度假胜地,n 度假胜地,/rɪ'zɔrt/,/rɪ'zɔ:t/,Lagoon Reef is one of the best resort hotels.,潟湖礁是最好的度假酒店之一。
en:respective:adjective:1,respective,adjective,各自的,adj 各自的,/rɪ'spɛktɪv/,/rɪˈspektɪv/,We all went back to our respective homes to wait for news.,我们都各自回家等待消息。
en:responsibility:noun:1,responsibility,noun,责任,n 责任,/rɪˌspɑːnsəˈbɪləti/,/rɪˌspɒnsə'bɪlətɪ/,Kelly’s promotion means more money and more responsibility.,凯利获得提升，这意味着钱多了，责任也更大了。
en:responsive:adjective:1,responsive,adjective,灵敏的，反应的,adj 灵敏的，反应的,/rɪ'spɑnsɪv/,/rɪˈspɒnsɪv/,a car with highly responsive steering,方向盘操纵灵活的汽车
en:restrict:verb:1,restrict,verb,限制,v 限制,/rɪ'strɪkt/,/rɪ'strɪkt/,The new law restricts the sale of hand guns.,新法规限制手枪的销售。
en:resume:noun:1,resume,noun,简历,n 简历,,/ˈrezəmeɪ/,"Don't push for an interview on the spot, but rather explain that you want to let them know of your interest, drop off your resume, and complete an application while you're there if possible.",这个时候不要急着想得到面试，而是解释为你只是想让他们知道你对他们招聘的职位有兴趣，放下你的简历，然后有可能的话填完一份申请表就离开吧。
en:retailer:noun:1,retailer,noun,零售商,n 零售商,/'ri:teilə/,/ˈri:teɪlə(r)/,Furniture and carpet retailers are among those reporting the sharpest annual decline in sales.,家具和地毯零售商们是在那些报告最大年销售下滑的商家之中。
en:reunion:noun:1,reunion,noun,团聚,n 团聚,,/ˌri:'ju:nɪən/,an annual reunion,一年一度的聚会
en:reveal:verb:1,reveal,verb,揭露,v 揭露,/rɪ'vil/,/rɪ'vi:l/,He may be prosecuted for revealing secrets about the security agency.,他可能因泄露安全部门的机密而被起诉。
en:revenue:noun:1,revenue,noun,收入,n 收入,/'rɛvənu/,/'revənju:/,advertising revenue,广告收入
en:reverse:adjective:1,reverse,adjective,相反的,adj 相反的,/rɪ'vɝs/,/rɪ'vɜ:s/,The results were read out in reverse order (= with the worst first and the best last ) .,成绩是按逆序宣读的。
en:revive:verb:1,revive,verb,复苏,v 复苏,/rɪ'vaɪv/,/rɪ'vaɪv/,Local people have decided to revive this centuries-old tradition.,当地人决定复兴这一延续了数个世纪的传统。
en:revolutionize:verb:1,revolutionize,verb,革命化,v 革命化,/'rɛvə'lʊʃə'naɪz/,/ˌrevə'lu:ʃənaɪz/,New technology is going to revolutionize everything we do.,新科技将彻底改变我们做的每一件事。
en:rewarding:adjective:1,rewarding,adjective,有回报的,adj 有回报的,/rɪ'wɔrdɪŋ/,/rɪˈwɔ:dɪŋ/,Teaching can be a very rewarding career.,教书可以是一种很有意义的职业。
en:ridiculous:adjective:1,ridiculous,adjective,滑稽的，可笑的,adj 滑稽的，可笑的,/rɪ'dɪkjələs/,/rɪˈdɪkjələs/,That’s a ridiculous idea!,那主意很荒唐！
en:rigorous:adjective:1,rigorous,adjective,严格的,adj 严格的,/'rɪɡərəs/,/ˈrɪgərəs/,a rigorous analysis of defence needs,对国防需求的缜密分析
en:ritual:noun:1,ritual,noun,仪式,n 仪式,/'rɪtʃuəl/,/'rɪtʃʊəl/,ancient pagan rituals,古老的异教仪式
en:robbery:noun:1,robbery,noun,抢劫,n 抢劫,/'rɑbəri/,/'rɒbərɪ/,Police are investigating a series of bank robberies in South Wales.,警方正在调查发生在南威尔士的连环银行抢劫案。
en:romantic:adjective:1,romantic,adjective,爱情的,adj 爱情的,/ro'mæntɪk/,/rəʊˈmæntɪk/,‘Tom always sends me red roses on my birthday.’ ‘How romantic!’,“我过生日时汤姆总是给我送红玫瑰。”“多浪漫啊！”
en:ruin:verb:1,ruin,verb,毁坏,v 毁坏,/'ruɪn/,/'ru:ɪn/,This illness has ruined my life.,这个病毁掉了我的生活。
en:rustle:verb:1,rustle,verb,发出沙沙声,v 发出沙沙声,/'rʌsl/,/'rʌsl/,"She moved nearer, her long silk skirt rustling around her.",她走近了，真丝长裙窸窣作响。
en:sample:noun:1,sample,noun,样本，样品,n 样本，样品,/'sæmpl/,/'sɑ:mpl/,They took a blood sample to test for hepatitis.,他们取了血样做肝炎化验。
en:scandal:noun:1,scandal,noun,丑闻,n 丑闻,/'skændl/,/'skændl/,It caused quite a scandal when he left his wife.,他离开妻子成了一大丑闻。
en:scarcity:noun:1,scarcity,noun,缺乏,n 缺乏,/'skɛrsəti/,/'skeəsətɪ/,...an ever increasing scarcity of water.,…越来越匮乏的水资源。
en:scare:noun:1,scare,noun,恐吓，惊恐,n 恐吓，惊恐,/skɛr/,/skeə(r)/,You really gave us a scare !,你真的吓了我们一跳！
en:scent:noun:1,scent,noun,味道,n 味道,/sɛnt/,/sent/,a yellow rose with a lovely scent,香气怡人的黄玫瑰
en:schedule:noun:1,schedule,noun,时间表,n 时间表,/'skɛdʒul; (canadian) ˈʃɛdʒʊl; ˈʃɛdjʊl/,/'ʃedjuːl/,A tight schedule means we can't delay any longer.,一张紧凑的时间表表明我们不能再耽搁。
en:sculpture:noun:1,sculpture,noun,雕塑,n 雕塑,/'skʌlptʃɚ/,/'skʌlptʃə(r)/,...stone sculptures of figures and animals.,…人物及动物石雕。
en:sector:noun:1,sector,noun,部门,n 部门,/'sɛktɚ/,/'sektə(r)/,...the nation's manufacturing sector.,…该国的制造部门。
en:sensible:adjective:1,sensible,adjective,理智的,adj 理智的,/'sɛnsəbl/,/ˈsensəbl/,She seems very sensible.,她好像很明智。
en:server:noun:1,server,noun,服务器,n 服务器,/'sɝvɚ/,/'sɜ:və(r)/,"Well, only the server can do that.",嗯，只有服务器能做这项工作。
en:session:noun:1,session,noun,会议，学年,n 会议，学年,/'sɛʃən/,/ˈseʃn/,Board members met in closed session (= with nobody else present ) .,委员会成员举行了闭门会议。
en:severity:noun:1,severity,noun,严重性,n 严重性,/sə'vɛrəti/,/sɪ'verətɪ/,"This does not prevent disease altogether, but can reduce its severity.",这虽然不能完全防止疾病，但能减少它的严重性。
en:sexism:noun:1,sexism,noun,性别歧视,n 性别歧视,/'sɛk'sɪzəm/,/ˈseksɪzəm/,sexism in the workplace,工作场所的性别歧视
en:shade:verb:1,shade,verb,掩盖,v 掩盖,/ʃed/,/ʃeɪd/,shades of,[口语]令人想起…的
en:shady:adjective:1,shady,adjective,阴凉的,adj 阴凉的,/'ʃedi/,/'ʃeɪdɪ/,a shady street,背阴的街道
en:shareholder:noun:1,shareholder,noun,股东,n 股东,/'ʃɛrholdɚ/,/ˈʃeəhəʊldə(r)/,Shareholders have been told to expect an even lower result next year.,股东们被告知明年的业绩还会更差。
en:shed:verb:1,shed,verb,流出,v 流出,/ʃɛd/,/ʃed/,Too much blood has already been shed in this conflict.,这次冲突已经造成太多的伤亡了。
en:sheer:adjective:1,sheer,adjective,纯粹的,adj 纯粹的,/ʃɪr/,/ʃɪə(r)/,I’ll never forget the look of sheer joy on her face.,我永远也不会忘记她满脸喜悦的神情。
en:shepherd:verb:1,shepherd,verb,引导，带领,v 引导，带领,/'ʃɛpɚd/,/'ʃepəd/,german shepherd,德国牧羊犬；阿尔萨斯狼犬；德国警犬（等于German police dog）
en:shift:verb:1,shift,verb,转变,v 转变,/ʃɪft/,/ʃɪft/,Attitudes to mental illness have shifted in recent years.,对精神病的态度近年来已稍微有所改变。
en:shot:noun:1,shot,noun,照相，照片,n 照相，照片,/ʃɑt/,/ʃɒt/,We hired a photographer to take some publicity shots .,我们雇了个摄影师来拍宣传照。
en:shrewd:adjective:1,shrewd,adjective,精明的,adj 精明的,/ʃrud/,/ʃru:d/,Malcolm is a shrewd businessman.,马尔科姆是个精明的商人。
en:shrink:verb:1,shrink,verb,缩减，缩小,v 缩减，缩小,/ʃrɪŋk/,/ʃrɪŋk/,I’m worried about washing that shirt in case it shrinks.,我不太敢洗那件衬衫，怕它会缩水。
en:shrug:verb:1,shrug,verb,耸肩,v 耸肩,/ʃrʌɡ/,/ʃrʌɡ/,I just shrugged my shoulders and ignored him.,我只是耸耸肩，没有理睬他。
en:shuttle:noun:1,shuttle,noun,航天飞机,n 航天飞机,/'ʃʌtl/,/'ʃʌtl/,They stand guard with weapons as the human survivors of the battle are marched onto the shuttle.,他们站在一起用武器护卫着战后的人类幸存者鱼贯进入航天飞机。
en:signal:verb:1,signal,verb,标志,v 标志,/'sɪgnl/,/'sɪɡnəl/,signal processing,信号处理
en:significant:adjective:1,significant,adjective,重要的,adj 重要的,/sɪɡ'nɪfɪkənt/,/sɪgˈnɪfɪkənt/,His most significant political achievement was the abolition of the death penalty.,他政治上最重大的成就是废除了死刑。
en:signify:verb:1,signify,verb,表明，象征,v 表明，象征,/'sɪɡnɪfaɪ/,/'sɪɡnɪfaɪ/,Some tribes use special facial markings to signify status.,有些部落使用特殊的面部标记来表示地位。
en:simultaneous:adjective:1,simultaneous,adjective,同步的,adj 同步的,"/,saɪml'tenɪəs/",/ˌsɪmlˈteɪniəs/,They grabbed each other’s hands in simultaneous panic.,他们俩同时惊慌起来，相互抓住对方的手。
en:skeptical:adjective:1,skeptical,adjective,怀疑的,adj 怀疑的,/'skɛptɪkl/,/'skeptɪkəl/,So how do we strengthen our skeptical skills?,那么，我们如何加强自身的怀疑技能呢？
en:skip:verb:1,skip,verb,跳过,v 跳过,/skɪp/,/skɪp/,I decided to skip the first chapter.,我决定跳过第一章。
en:skyrocket:verb:1,skyrocket,verb,猛增,v 猛增,/'skaɪ'rɑkɪt/,/'skaɪrɒkɪt/,The trade deficit has skyrocketed.,贸易逆差已经急剧增长。
en:skyscraper:noun:1,skyscraper,noun,摩天大楼,n 摩天大楼,/'skaɪ'skrepɚ/,/'skaɪskreɪpə(r)/,The skyscraper towers into the clouds.,那幢摩天大楼高耸入云。
en:slack:adjective:1,slack,adjective,疲软的，萧条的,adj 疲软的，萧条的,/slæk/,/slæk/,Business remained slack throughout the day.,一整天生意都很冷清。
en:slash:verb:1,slash,verb,削减,v 削减,/slæʃ/,/slæʃ/,Someone had slashed the tires.,有人把轮胎割破了。
en:slight:adjective:1,slight,adjective,轻微的,adj 轻微的,/slaɪt/,/slaɪt/,a slight improvement,些许的改进
en:slim:adjective:1,slim,adjective,苗条的,adj 苗条的,/slɪm/,/slɪm/,a slim young woman,身材苗条的年轻女子
en:smuggle:verb:1,smuggle,verb,走私,v 走私,/'smʌgl/,/'smʌɡl/,"My message is ""If you try to smuggle drugs you are stupid.""",我的讯息是，“你若企图走私毒品，那是犯傻。”
en:solid:adjective:1,solid,adjective,坚实的，稳固的,adj 坚实的，稳固的,/'sɑlɪd/,/'sɒlɪd/,The lake was frozen solid .,湖水冻得结结实实。
en:solution:noun:1,solution,noun,解决，溶液,n 解决，溶液,/sə'luʃən/,/səˈlu:ʃn/,The best solution would be for them to separate.,最好的解决方法是他们分开。
en:soothe:verb:1,soothe,verb,安慰，减轻,v 安慰，减轻,/sʊð/,/su:ð/,Lucy soothed the baby by rocking it in her arms.,露西把宝宝抱在怀里摇晃着，让他安静下来。
en:sophisticated:adjective:1,sophisticated,adjective,复杂的，老于世故的,adj 复杂的，老于世故的,/sə'fɪstɪketɪd/,/səˈfɪstɪkeɪtɪd/,sophisticated software,很先进的软件
en:spacious:adjective:1,spacious,adjective,宽敞的,adj 宽敞的,/'speʃəs/,/ˈspeɪʃəs/,a spacious living area,宽敞的居住空间
en:specialist:noun:1,specialist,noun,专家,n 专家,/'spɛʃəlɪst/,/'speʃəlɪst/,a heart specialist,心脏专科医生
en:species:noun:1,species,noun,物种,n 物种,/'spiʃiz/,/'spi:ʃi:z/,Seven species of birds of prey have been observed.,已有七种猛禽被观察到。
en:specific:adjective:1,specific,adjective,具体的,adj 具体的,/spɪ'sɪfɪk/,/spəˈsɪfɪk/,games suitable for specific age groups,适合特定年龄组的游戏
en:specification:noun:1,specification,noun,说明书,n 说明书,/'spɛsəfə'keʃən/,/ˌspesɪfɪˈkeɪʃn/,The bolts met all the engineering specifications .,这些螺栓符合所有的工程设计规格。
en:spectacle:noun:1,spectacle,noun,景象,n 景象,/'spɛktəkl/,/ˈspektəkl/,a multimedia dance and opera spectacle,盛大的多媒体舞蹈戏剧表演
en:sponsor:verb:1,sponsor,verb,"赞助, 赞助商","v 赞助, 赞助商",/'spɑnsɚ/,/'spɒnsə(r)/,The competition was sponsored by British Airways.,此项比赛由英国航空公司赞助。
en:spot:noun:1,spot,noun,点,n 点；v 发现,/spɑt/,/spɒt/,a nice quiet spot on the beach,海滩上一个安静的好地方
en:spread:verb:1,spread,verb,传播，扩散,v 传播，扩散,/sprɛd/,/spred/,"The industrial revolution, which started a couple of hundred years ago in Europe, is now spreading across the world.",几百年前始于欧洲的工业革命现在正向全世界扩散。
en:squalor:noun:1,squalor,noun,肮脏,n 肮脏,/'skwɔlɚ/,/ˈskwɒlə(r)/,We lived in squalor for a year and a half.,我们在肮脏的环境里住了一年半。
en:standardize:verb:1,standardize,verb,标准化,v 标准化,/'stændɚdaɪz/,/'stændədaɪz/,Attempts to standardize English spelling have never been successful.,统一英语拼写的尝试从未成功过。
en:startle:verb:1,startle,verb,使惊讶,v 使惊讶,/'stɑrtl/,/'stɑ:tl/,"Sorry, I didn’t mean to startle you.",抱歉，我不是故意吓你一跳的。
en:steady:adjective:1,steady,adjective,稳定的,adj 稳定的,/'stɛdi/,/'stedɪ/,Paul is making steady progress.,保罗逐渐在进步。
en:stereotype:noun:1,stereotype,noun,刻板印象，固有印象,n 刻板印象，固有印象,/'stɛrɪətaɪp/,/'sterɪətaɪp/,,
en:stimulate:verb:1,stimulate,verb,刺激，激励,v 刺激，激励,/'stɪmjə'let/,/'stɪmjʊleɪt/,Her interest in art was stimulated by her father.,她对艺术的兴趣是她父亲激发的。
en:stockbroker:noun:1,stockbroker,noun,股票经理人,n 股票经理人,/'stɑkbrokɚ/,/'stɒkbrəʊkə(r)/,"Over the next five months, every one of them discouraged me from becoming a stockbroker.",接下来的五个月中，他们每个人都劝阻我不要做股票经纪人。
en:stove:noun:1,stove,noun,炉子,n 炉子,/stov/,/stəuv/,a wood-burning stove,烧木柴的火炉
en:straightforward:adjective:1,straightforward,adjective,直接的,adj 直接的,"/,stret'fɔrwɚd/",/ˌstreɪtˈfɔ:wəd/,"In this example, we will use the most straightforward method of all -- writing our object reference to a file that will be picked up by our client.",在这个示例中，我们将使用所有方法中最直截了当的一种 — 将对象引用写入一个文件，该 文件将由客户机选取。
en:strain:noun:1,strain,noun,压力,n 压力,/stren/,/streɪn/,These four posts take the strain of the whole structure.,这四根柱子承受着整个结构的压力。
en:strategy:noun:1,strategy,noun,策略,n 策略,/'strætədʒi/,/'strætədʒɪ/,the government’s long-term economic strategy,政府的长期经济策略
en:stray:noun:1,stray,noun,迷路，流浪,n 迷路，流浪,/stre/,/streɪ/,This will limit the number of stray dogs in the area.,这将会减少流浪狗在这一区域的数量。
en:stress:verb:1,stress,verb,强调,v 强调,/strɛs/,/stres/,Crawford stressed the need for more housing downtown.,克劳福德强调市中心需要建更多的住宅。
en:strike:noun:1,strike,noun,罢工,n 罢工,/straɪk/,/straɪk/,The government has promised that the army will be called in to help if there is a firemen’s strike.,政府承诺，如消防员罢工，就将调军队来协助。
en:strip:noun:1,strip,noun,狭长的一块,n 狭长的一块,/strɪp/,/strɪp/,a strip of sand between the cliffs and the sea,悬崖和大海之间的一块狭长沙地
en:stuff:noun:1,stuff,noun,材料，东西,n 材料，东西,/stʌf/,/stʌf/,I’ve got some sticky stuff on my shoe.,我鞋子上有什么黏糊糊的东西。
en:submerge:verb:1,submerge,verb,淹没,v 淹没,/səb'mɝdʒ/,/səb'mɜ:dʒ/,The tunnel entrance was submerged by rising sea water.,隧道入口被涨起的海水淹没。
en:submit:verb:1,submit,verb,提交,v 提交,/səb'mɪt/,/səb'mɪt/,They submitted their reports to the chancellor yesterday.,他们昨天向财政大臣提交了他们的报告。
en:subsidy:noun:1,subsidy,noun,补助,n 补助,/'sʌbsədi/,/'sʌbsədɪ/,European farmers are planning a massive demonstration against farm subsidy cuts.,欧洲的农场主们正在策划一场反对削减农场补贴的大游行。
en:substance:noun:1,substance,noun,物质,n 物质,/'sʌbstəns/,/'sʌbstəns/,The leaves were covered with a strange sticky substance.,树叶上覆着一层黏糊糊的怪东西。
en:subtle:adjective:1,subtle,adjective,微妙的,adj 微妙的,/'sʌtl/,/'sʌtl/,"The pictures are similar, but there are subtle differences between them.",这些图片很相似，但它们之间有细微的差别。
en:suburban:adjective:1,suburban,adjective,郊区的,adj 郊区的,/sə'bɝbən/,/səˈbɜ:bən/,"a quiet, suburban street",一条安静的郊区街道
en:supervisor:noun:1,supervisor,noun,督导,n 督导,/'supɚvaɪzɚ/,/ˈsu:pəvaɪzə(r)/,...a full-time job as a supervisor at a factory.,…在一家工厂担任监督员的一项全职工作。
en:surgical:adjective:1,surgical,adjective,手术的,adj 手术的,/'sɝdʒɪkl/,/ˈsɜ:dʒɪkl/,surgical techniques,外科技术
en:suspect:verb:1,suspect,verb,怀疑,v 怀疑；n 嫌疑犯,/sʌspɛkt; (for v.) səˈspɛkt/,/sə'spekt/,She strongly suspected he was lying to her.,她非常怀疑他在对她撒谎。
en:suspicious:adjective:1,suspicious,adjective,怀疑的,adj 怀疑的,/sə'spɪʃəs/,/səˈspɪʃəs/,His reluctance to answer my questions made me suspicious .,他不愿回答我的问题，这引起我的怀疑。
en:sway:verb:1,sway,verb,影响,v 影响,/swe/,/sweɪ/,Don’t allow yourself to be swayed by his promises.,你可不要听了他的许诺就改变主意呀。
en:switch:verb:1,switch,verb,转换,v 转换,/swɪtʃ/,/swɪtʃ/,The terrorists will switch tactics .,恐怖分子会改变战术。
en:sympathetic:adjective:1,sympathetic,adjective,同情的,adj 同情的,"/,sɪmpə'θɛtɪk/",/ˌsɪmpəˈθetɪk/,a sympathetic friend,一个有同情心的朋友
en:symptom:noun:1,symptom,noun,症状,n 症状,/'sɪmptəm/,/'sɪmptəm/,One of the most common symptoms of schizophrenia is hearing imaginary voices.,精神分裂症最常见的症状之一是幻听。
en:tackle:verb:1,tackle,verb,解决，处理,v 解决，处理,/'tækl/,/'tækl/,There is more than one way to tackle the problem.,解决这个问题不止一个办法。
en:tangled:adjective:1,tangled,adjective,复杂的，纠缠的,adj 复杂的，纠缠的,/'tæŋgld/,/'tæŋɡld/,Your bedclothes are all tangled up.,你的床褥乱糟糟的。
en:tank:noun:1,tank,noun,水箱,n 水箱,/tæŋk/,/tæŋk/,The water tank is leaking.,水箱在漏水。
en:temptation:noun:1,temptation,noun,诱惑,n 诱惑,/tɛmp'teʃən/,/tempˈteɪʃn/,Resist the temptation to buy the item until you’re certain you need it.,要抵挡住购买的诱惑，除非你确有需要。
en:testify:verb:1,testify,verb,证明，检验,v 证明，检验,/'tɛstɪfaɪ/,/'testɪfaɪ/,Mr Molto has agreed to testify at the trial.,莫尔托先生已经同意出庭作证。
en:testimony:noun:1,testimony,noun,证词,n 证词,/'tɛstə'moni/,/'testɪmənɪ/,Barker’s testimony is crucial to the prosecution’s case.,巴克的证词对控方的指控起到了关键作用。
en:texture:verb:1,texture,verb,质地,v 质地,/'tɛkstʃɚ/,/'tekstʃə(r)/,This cloth has a silky texture.,这种布具有丝的质地。
en:therapy:noun:1,therapy,noun,疗法,n 疗法,/'θɛrəpi/,/'θerəpɪ/,new drug therapies,新的药物疗法
en:threat:noun:1,threat,noun,威胁,n 威胁,/θrɛt/,/θret/,Your threats don’t scare me.,你的那些威胁吓不倒我。
en:threaten:verb:1,threaten,verb,威胁,v 威胁,/'θrɛtn/,/'θretn/,Postal workers are threatening a strike if they don’t receive a pay increase.,邮政工人威胁如果不加薪，他们就要罢工。
en:threshold:noun:1,threshold,noun,门槛,n 门槛,/'θrɛʃhold/,/'θreʃhəʊld/,She opened the door and stepped across the threshold.,她打开门，跨过门槛。
en:tough:adjective:1,tough,adjective,困难的，粗暴的,adj 困难的，粗暴的,/tʌf/,/tʌf/,It was a tough race.,比赛打得很艰难。
en:trace:verb:1,trace,verb,追踪,v 追踪,/tres/,/treɪs/,Sondheim’s book traces the changing nature of the relationship between men and women.,桑德海姆的这本书研究了男女关系性质的变化。
en:track:verb:1,track,verb,追踪,v 追踪；n 轨迹，踪迹,/træk/,/træk/,Police have been tracking the four criminals all over Central America.,警方一直在中美洲到处追捕这四名罪犯。
en:tragedy:noun:1,tragedy,noun,悲剧,n 悲剧,/'trædʒədi/,/'trædʒədɪ/,The tragedy happened as they were returning home from a night out.,悲剧发生在他们夜里外出归来的路上。
