sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:politic:adjective:1,politic,adjective,精明的；明智的,adj 精明的；明智的,/'pɑlətɪk/,/'pɒlɪtɪk/,Many towns often found it politic to change their allegiance.,许多城镇经常发现改变拥戴对象不失为明智之举。
en:pollinate:verb:1,pollinate,verb,授以花粉,v 授以花粉,/'pɑlənet/,/'pɒlɪneɪt/,flowers pollinated by bees,由蜜蜂授粉的花
en:pompous:adjective:1,pompous,adjective,自负的，夸大的,adj 自负的，夸大的,/'pɑmpəs/,/'pɒmpəs/,He seems rather pompous.,他看上去相当自负。
en:ponder:verb:1,ponder,verb,深思，考虑,v 深思，考虑,/'pɑndɚ/,/'pɒndə/,He continued to ponder the problem as he walked home.,他一边往家走一边继续思考那个问题。
en:ponderous:adjective:1,ponderous,adjective,沉重的，笨重的；(文章)冗长的,adj 沉重的，笨重的；(文章)冗长的,/'pɑndərəs/,/'pɒnd(ə)rəs/,"He had a dense, ponderous style.",他的风格是词藻堆砌、冗长沉闷。
en:porcelain:noun:1,porcelain,noun,瓷器,n 瓷器,/ˈpɔrsələn/,/'pɔːs(ə)lɪn/,a porcelain vase,瓷花瓶
en:prey:verb:1,prey,verb,捕食；被捕食的动物,vi&n 捕食；被捕食的动物,/pre/,/preɪ/,a tiger stalking its prey,潜行跟踪猎物的老虎
en:primary:adjective:1,primary,adjective,最初的；首要的,adj 最初的；首要的,/'praɪmɛri/,/'praɪm(ə)rɪ/,Our primary concern is to provide the refugees with food and health care.,我们的头等大事是向难民提供食品和医疗。
en:prime:adjective:1,prime,adjective,主要的；最好的,adj 主要的；最好的,/praɪm/,/praɪm/,Smoking is the prime cause of lung disease.,抽烟是引发肺部疾病的首要原因。
en:primitive:adjective:1,primitive,adjective,原始的，简单的,adj 原始的，简单的,/'prɪmətɪv/,/'prɪmɪtɪv/,a primitive society,原始社会
en:principal:adjective:1,principal,adjective,主要的,adj 主要的；n 校长,/'prɪnsəpl/,/'prɪnsəp(ə)l/,His principal reason for making the journey was to visit his family.,他那次旅程的首要目的是探访家人。
en:prior:adjective:1,prior,adjective,较早的；更重要的,adj 较早的；更重要的,/'praɪɚ/,/'praɪə/,You do not need any prior knowledge of the subject.,你无需事先具备该方面的知识。
en:priority:adjective:1,priority,adjective,优先权,adj 优先权,/praɪ'ɔrəti/,/praɪ'ɒrɪtɪ/,Members receive priority bookings and reduced ticket prices to all concerts.,会员可优先预订所有音乐会的门票，并享受优惠票价。
en:privacy:noun:1,privacy,noun,隐退；秘密,n 隐退；秘密,/'praɪvəsi/,/'prɪvəsɪ; 'praɪ-/,each individual’s right to privacy,每个人的隐私权
en:privilege:noun:1,privilege,noun,特权；优惠,n 特权；优惠,/ˈprɪvəlɪdʒ/,/ˈprɪvəlɪdʒ/,He had no special privileges and was treated just like every other prisoner.,他不享受特权，待遇和任何其他犯人一样。
en:probation:noun:1,probation,noun,试用，试读；见习，试用；缓刑,n 试用，试读；见习，试用；缓刑,/pro'beʃən/,/prə'beɪʃ(ə)n/,The judge sentenced Jennings to three years’ probation.,法官判詹宁斯三年缓刑。
en:probe:noun:1,probe,noun,医学探针；新闻调查；探测,n&v 医学探针；新闻调查；探测,/prob/,/prəʊb/,Police probed claims that he had sold drugs.,警方就有人称他贩卖毒品一事进行了调查。
en:procedure:noun:1,procedure,noun,过程，步骤,n 过程，步骤,/prə'sidʒɚ/,/prə'siːdʒə/,"On board, we were given the usual talk on safety procedures (= what to do if an accident happens, or to prevent an accident ) .",在飞机上，我们听了例行的飞行安全讲解。
en:proceed:verb:1,proceed,verb,进行；着手,v 进行；着手,/pro'sid/,/prə'siːd/,"Before proceeding further, we must define our terms.",我们必须先定义术语，然后再往下展开。
en:proceeding:noun:1,proceeding,noun,程序，进程；活动，诉讼,n 程序，进程；活动，诉讼,/prə'sidɪŋ/,/prəʊ'siːdɪŋ/,John is taking legal proceedings against his ex-partner.,约翰在对他的前合伙人提起法律诉讼。
en:proclaim:verb:1,proclaim,verb,宣告，声明,v 宣告，声明,/prə'klem/,/prə'kleɪm/,The President proclaimed the republic’s independence.,总统宣布共和国独立。
en:procure:verb:1,procure,verb,(努力)取得；获得,v (努力)取得；获得,/prə'kjʊr/,/prə'kjʊə/,"It remained very difficult to procure food, fuel, and other daily necessities.",当时仍然很难获得食品、燃料和其他日用必需品。
en:prodigious:adjective:1,prodigious,adjective,巨大的，奇妙的,adj 巨大的，奇妙的,/prə'dɪdʒəs/,/prə'dɪdʒəs/,the artist’s prodigious output,那位艺术家惊人的高产
en:productive:adjective:1,productive,adjective,能生产的，肥沃的,adj 能生产的，肥沃的,/prə'dʌktɪv/,/prə'dʌktɪv/,the economy’s productive capacity,该经济体的生产能力
en:productivity:noun:1,productivity,noun,生产能力；生产率,n 生产能力；生产率,"/,prodʌk'tɪvəti/",/prɒdʌk'tɪvɪtɪ/,high productivity levels in manufacturing,制造业中的高生产率
en:profane:adjective:1,profane,adjective,亵神的，亵渎的,adj 亵神的，亵渎的；v 亵渎，玷污,/prə'fen/,/prə'feɪn/,profane language,亵渎的语言
en:professional:adjective:1,professional,adjective,职业的,adj 职业的；n 专业人员,/prə'fɛʃənl/,/prə'feʃ(ə)n(ə)l/,This business plan looks very professional.,这个商业计划看上去很有专业水平。
en:proficiency:noun:1,proficiency,noun,熟练，进步,n 熟练，进步,/prə'fɪʃənsi/,/prə'fɪʃ(ə)nsɪ/,I brought her proficiency up to the required level.,我把她的熟练程度提高到所规定的水平。
en:profile:noun:1,profile,noun,侧面；轮廓,n 侧面；轮廓,/'profaɪl/,/'prəʊfaɪl/,Dani has a lovely profile.,达尼的侧面轮廓很好看。
en:puzzle:noun:1,puzzle,noun,难题；谜,n 难题；谜；v 迷惑,/'pʌzl/,/'pʌz(ə)l/,The meaning of the poem has always been a puzzle.,那首诗的含义始终是个谜。
en:quaint:adjective:1,quaint,adjective,古雅的；离奇的,adj 古雅的；离奇的,/kwent/,/kweɪnt/,a quaint little village in Yorkshire,约克郡一个古色古香的小村庄
en:qualification:noun:1,qualification,noun,资格；条件；限制,n 资格；条件；限制,"/,kwɑlɪfɪ'keʃən/","/,kwɒlɪfɪ'keɪʃ(ə)n/",He left school without any qualifications.,他离校时没有拿到任何文凭。
en:qualify:verb:1,qualify,verb,(使)合格,v (使)合格,/ˈkwɑləˌfaɪ/,/'kwɒlɪfaɪ/,Free school lunches are given to children who qualify.,符合条件的儿童可获得免费的学生午餐。
en:qualitative:adjective:1,qualitative,adjective,质的，定性的,adj 质的，定性的,/'kwɑlətetɪv/,/'kwɒlɪtətɪv/,There are qualitative differences in the way children of different ages and adults think.,不同年龄的儿童和成人在思维方式上有着质的差异。
en:quantitative:adjective:1,quantitative,adjective,量的，定量的,adj 量的，定量的,/'kwɑntətetɪv/,"/'kwɒntɪ,tətɪv; -,teɪtɪv/",...the advantages of quantitative and qualitative research.,…定量和定性研究的优点。
en:quarry:noun:1,quarry,noun,采石场；猎物,n 采石场；猎物,/'kwɔri/,/'kwɒrɪ/,a slate quarry,板岩采石场
en:quarterly:adjective:1,quarterly,adjective,季度的；季刊,adj 季度的；季刊,/'kwɔrtɚli/,/'kwɔːtəlɪ/,We publish a quarterly journal.,我们出版一份季刊。
en:queer:adjective:1,queer,adjective,奇怪的，不平常的；可疑的；眩晕的,adj 奇怪的，不平常的；可疑的；眩晕的,/kwɪr/,/kwɪə/,She gave a queer laugh.,她古怪地笑了笑。
en:quench:verb:1,quench,verb,熄灭，扑灭,v 熄灭，扑灭,/kwɛntʃ/,/kwen(t)ʃ/,a desperate bid to quench the raging flames,为扑灭熊熊大火而不顾一切的努力
en:quest:noun:1,quest,noun,寻找，追求,n 寻找，追求,/kwɛst/,/kwest/,They journeyed to the distant Molucca islands in quest of spices.,他们远赴摩鹿加群岛寻找香料。
en:questionnaire:noun:1,questionnaire,noun,问题单，调查表，征求意见表,n 问题单，调查表，征求意见表,/ˌkwɛstʃənˈɛr/,/ˌkwestʃəˈneə(r)/,Teachers will be asked to fill in a questionnaire.,教师们将被要求填写一份调查问卷。
en:regarding:preposition:1,regarding,preposition,关于,prep 关于,/rɪ'ɡɑrdɪŋ/,/rɪ'gɑːdɪŋ/,"Regarding your recent inquiry, I have enclosed a copy of our new brochure.",关于你最近的咨询，我随信附上一本我们最新的手册。
en:regeneration:noun:1,regeneration,noun,新生，更新,n 新生，更新,/ridʒɛnə'reʃən/,/rɪdʒenə'reɪʃn/,regeneration capacity,再生能力
en:regime:noun:1,regime,noun,政体，政权；政治制度,n 政体，政权；政治制度,/re'ʒim/,/reɪ'ʒiːm/,The regime got rid of most of its opponents.,该政权清除了大多数反对者。
en:register:verb:1,register,verb,登记，注册,v 登记，注册,/'rɛdʒɪstɚ/,/'redʒɪstə/,The tanker is registered in Rotterdam.,这艘油轮是在鹿特丹登记的。
en:registrar:noun:1,registrar,noun,登记员，记录员,n 登记员，记录员,"/,rɛdʒɪ'strɑr/","/'redʒɪstrɑː; ,redʒɪ'strɑː/",The groom knew immediately that something was wrong when the registrar at Derry's Guildhall unexpectedly claimed that there was unfinished paperwork just before the ceremony began.,当时，在婚礼仪式开始之前，市政厅的登记员意外地宣布还有一些文件没有完成，新郎立即意识到出现了一些误会。
en:regulate:verb:1,regulate,verb,管理，控制；调整,v 管理，控制；调整,/'rɛɡjulet/,/'regjʊleɪt/,strict rules regulating the use of chemicals in food,限制化学品在食物中使用的严格规定
en:rehabilitate:verb:1,rehabilitate,verb,恢复地位；使残疾者恢复正常的生活,v 恢复地位；使残疾者恢复正常的生活,"/,riə'bɪlə,tet/",/riːə'bɪlɪteɪt/,a special unit for rehabilitating stroke patients,协助中风患者康复的特殊病房
en:reign:verb:1,reign,verb,(君主)统治，存在，现存,vi&n (君主)统治，存在，现存,/ren/,/reɪn/,George VI reigned from 1936 to 1952.,乔治六世于1936年至1952年在位。
en:reimburse:verb:1,reimburse,verb,偿还；付还,v 偿还；付还,"/,riɪm'bɝs/","/,riːɪm'bɜːs/",I'll be happy to reimburse you for any expenses you've had.,我很乐意报销你的所有花费。
en:reinforce:verb:1,reinforce,verb,增援；加强,v 增援；加强,"/,riɪn'fɔrs/",/riːɪn'fɔːs/,The film reinforces the idea that women should be pretty and dumb.,这部影片强化了这个观点——女人要漂亮，而且要笨一些。
en:rejoice:verb:1,rejoice,verb,欣喜，高兴,vt&vi 欣喜，高兴,/rɪ'dʒɔɪs/,/rɪ'dʒɒɪs/,"Garbo plays the queen, rejoicing in the love she has found with Antonio.",嘉宝饰演沉浸在与安东尼奥爱情的欣喜中的王后。
en:relapse:verb:1,relapse,verb,(病等)复发,vi&n (病等)复发,/rɪ'læps/,/rɪ'læps/,She had a relapse and died soon after.,她旧病复发，不久就去世了。
en:relay:noun:1,relay,noun,替班；转播；接力赛跑,n 替班；转播；接力赛跑；n 转播；传递,/rɪ'le/,/'riːleɪ/,the 100 metres relay,一百米接力赛
en:release:verb:1,release,verb,释放；发表,vt&n 释放；发表,/rɪ'lis/,/rɪ'liːs/,"Police arrested several men, who were later released.",警察逮捕了几个人，后来都释放了。
en:relentless:adjective:1,relentless,adjective,无情的，不仁慈的，残酷的,adj 无情的，不仁慈的，残酷的,/rɪ'lɛntləs/,/rɪ'lentlɪs/,her relentless determination to succeed,她要成功的坚定决心
en:relevant:adjective:1,relevant,adjective,有关的，切题的，中肯的,adj 有关的，切题的，中肯的,/'rɛləvənt/,/ˈreləvənt/,Relevant documents were presented in court.,法庭上出示了相关的文件。
en:reliable:adjective:1,reliable,adjective,可靠的，可信赖的,adj 可靠的，可信赖的,/rɪ'laɪəbl/,/rɪ'laɪəb(ə)l/,a birth control method that is cheap and reliable,既便宜又可靠的避孕方法
en:relief:noun:1,relief,noun,减轻；救济,n 减轻；救济,/rɪ'lif/,/rɪ'liːf/,Marijuana can provide pain relief for some cancer patients.,大麻可以为一些癌症患者减轻疼痛。
en:relinguish:verb:1,relinguish,verb,放弃；撤回,vt 放弃；撤回,,,,
en:reluctant:adjective:1,reluctant,adjective,不愿意的，勉强的,adj 不愿意的，勉强的,/rɪ'lʌktənt/,/rɪ'lʌkt(ə)nt/,She gave a reluctant smile.,她勉强笑了笑。
en:rely:verb:1,rely,verb,依赖,v 依赖,/rɪ'laɪ/,/rɪ'laɪ/,They relied heavily on the advice of their professional advisers.,他们非常依赖专业顾问的建议。
en:remarkable:adjective:1,remarkable,adjective,不平常的；出色的,adj 不平常的；出色的,/rɪ'mɑrkəbl/,/rɪ'mɑːkəb(ə)l/,She has made remarkable progress.,她取得了显著的进步。
en:remedy:noun:1,remedy,noun,治疗，补救；纠正,n 治疗，补救；纠正,/'rɛmədi/,/'remɪdɪ/,The problems in our schools do not have a simple remedy.,我们学校的问题没有简单的解决办法。
en:rigid:adjective:1,rigid,adjective,僵硬的，不易弯的；严格的,adj 僵硬的，不易弯的；严格的,/'rɪdʒɪd/,/'rɪdʒɪd/,rigid and authoritarian methods of education,死板、专断的教育方法
en:rigorous:adjective:1,rigorous,adjective,严格的，严厉的，严酷的(气候条件),adj 严格的，严厉的，严酷的(气候条件),/'rɪɡərəs/,/'rɪg(ə)rəs/,a rigorous analysis of defence needs,对国防需求的缜密分析
en:rim:noun:1,rim,noun,边；边缘，轮辋,n 边；边缘，轮辋,/rɪm/,/rɪm/,She looked at him over the rim of her glass.,她沿玻璃杯口看着他。
en:riot:noun:1,riot,noun,暴乱；骚动；放纵,n 暴乱；骚动；放纵,/'raɪət/,/'raɪət/,urban riots,城市骚乱
en:rip:verb:1,rip,verb,撕裂，撕开；扯破,v&n 撕裂，撕开；扯破,/rɪp/,/rɪp/,Her clothes had all been ripped.,她的衣服都被撕破了。
en:ripple:noun:1,ripple,noun,涟漪，波纹,n 涟漪，波纹；vt&vi (使)起层层细浪,/'rɪpl/,/'rɪp(ə)l/,ripples on the surface of the pond,池面上的涟漪
en:ritual:noun:1,ritual,noun,宗教仪式，典礼；仪式的程序,n 宗教仪式，典礼；仪式的程序；adj 仪式的,/'rɪtʃuəl/,/'rɪtʃʊəl/,ancient pagan rituals,古老的异教仪式
en:rival:noun:1,rival,noun,竞争者，对手,n 竞争者，对手,/'raɪvl/,/'raɪvl/,This gives the company a competitive advantage over its rivals.,这使该公司与其对手相比具有一项竞争优势。
en:rivet:noun:1,rivet,noun,铆钉,n 铆钉；v 铆接，铆牢；集中(目光或注意力),/'rɪvɪt/,/'rɪvɪt/,The West Ham crest features two crossed rivet hammers and the club has been known has the Hammers ever since,球队的队徽上有两个交叉的铆钉锤，这也让人们把球队和铁锤联系在一起。
en:roam:verb:1,roam,verb,漫步，漫游,vt&vi 漫步，漫游,/rom/,/rəʊm/,Chickens and geese roam freely in the back yard.,鸡和鹅在后院随意溜达。
en:roar:noun:1,roar,noun,吼叫；轰鸣，怒吼,n&v 吼叫；轰鸣，怒吼,/rɔr/,/rɔː/,We heard a lion roar.,我们听到狮子在吼叫。
en:roast:verb:1,roast,verb,烤(的)，烘(的),v&a 烤(的)，烘(的),/rost/,/rəʊst/,Are you going to roast the chicken?,这鸡你是准备烤的吗？
en:robust:adjective:1,robust,adjective,强健的,adj 强健的,/ro'bʌst/,/rə(ʊ)'bʌst/,a robust man of six feet four,一个身高六英尺四英寸的壮汉
en:role:noun:1,role,noun,角色，任务,n 角色，任务,/rol/,/rəʊl/,She has just landed the lead role in their latest production.,她刚在他们最新的作品中取得了主角。
en:roll:noun:1,roll,noun,滚动；卷；隆隆声,n&v 滚动；卷；隆隆声,/rol/,/rəʊl/,His sleeves were rolled above his elbows.,他的袖子卷到了胳膊肘的上面。
en:rot:verb:1,rot,verb,腐掉,v&n 腐掉,/rɑt/,/rɒt/,Candy will rot your teeth.,吃糖会腐蚀牙齿。
en:rotate:verb:1,rotate,verb,旋转，轮流,v 旋转，轮流,/'rotet/,/rə(ʊ)'teɪt/,The Earth rotates on its axis once every 24 hours.,地球每24小时绕地轴自转一周。
en:rough:adjective:1,rough,adjective,不平的；粗鲁的，粗略的；刺耳的,adj 不平的；粗鲁的，粗略的；刺耳的,/rʌf/,/rʌf/,Her hands were rough from hard work.,她的双手因为干重活而变得很粗糙。
en:rouse:verb:1,rouse,verb,唤醒，唤起；激励；激起,vt&vi 唤醒，唤起；激励；激起,/raʊz/,/raʊz/,His banging roused the neighbours.,他重重的关门声把邻居都吵醒了。
en:routine:noun:1,routine,noun,例行公事，惯例，常规,n 例行公事，惯例，常规,/rʊ'tin/,/ruː'tiːn/,John’s departure had upset their daily routine .,约翰的离去打乱了他们的日常生活。
en:rub:noun:1,rub,noun,摩擦,n&v 摩擦,/rʌb/,/rʌb/,You’ll have to rub harder if you want to get it clean.,如果你想把它弄干净，就得更使劲地擦。
en:ruffle:verb:1,ruffle,verb,扰乱，打扰,vt&vi 扰乱，打扰,/'rʌfl/,/'rʌf(ə)l/,He ruffled her hair affectionately.,他亲昵地拨弄她的头发。
en:ruinous:adjective:1,ruinous,adjective,毁灭性的，破坏性的,adj 毁灭性的，破坏性的,/'ruɪnəs/,/'ruːɪnəs/,a ruinous civil war,一场毁灭性的内战
en:section:noun:1,section,noun,部分，零件；剖面，横断面，阶层,n 部分，零件；剖面，横断面，阶层,/'sɛkʃən/,/'sekʃ(ə)n/,The plane’s tail section was found in a cornfield.,飞机的尾部在玉米田里找到了。
en:sectional:adjective:1,sectional,adjective,各部分组成的，各阶层或不同部分的,adj 各部分组成的，各阶层或不同部分的,/'sɛkʃənl/,/'sekʃ(ə)n(ə)l/,community groups seeking to protect sectional interests,致力保护群体利益的社区组织
en:sector:noun:1,sector,noun,战区，防区；(工业等)部门，部分,n 战区，防区；(工业等)部门，部分,/'sɛktɚ/,/'sektə/,...the nation's manufacturing sector.,…该国的制造部门。
en:secular:adjective:1,secular,adjective,现世的，世俗的；非宗教的,adj 现世的，世俗的；非宗教的,/'sɛkjəlɚ/,/'sekjʊlə/,secular education,世俗教育
en:sediment:noun:1,sediment,noun,沉积物，沉淀,n 沉积物，沉淀,/sɛdəmənt/,/'sedɪm(ə)nt/,a thick layer of sediment,一层厚厚的沉积物
en:seemingly:adverb:1,seemingly,adverb,好像；似乎,adv 好像；似乎,/'simɪŋli/,/'siːmɪŋlɪ/,A seemingly endless line of trucks waits in vain to load up.,看上去没有尽头的一排卡车徒劳地等着装货。
en:seep:verb:1,seep,verb,液体渗出,v 液体渗出,/sip/,/siːp/,Radioactive water had seeped into underground reservoirs.,放射性水已渗入了地下蓄水池。
en:segment:noun:1,segment,noun,切片，部分；段，节,n 切片，部分；段，节,/'sɛɡmənt/,/'segm(ə)nt/,Decorate with orange segments.,用几瓣橙子作点缀。
en:segregate:verb:1,segregate,verb,隔开；分离,v 隔开；分离,/'sɛɡrɪɡet/,/'segrɪgeɪt/,A large detachment of police was used to segregate the two rival camps of protesters.,一大队分遣警察被派来隔离两群敌对的抗议者。
en:seismic:adjective:1,seismic,adjective,地震的，地震强度的,adj 地震的，地震强度的,/'saɪzmɪk/,/'saɪzmɪk/,increased seismic activity,越来越频繁的地震活动
en:semblance:noun:1,semblance,noun,外貌，外表,n 外貌，外表,/'sɛmbləns/,/'sembləns/,At least a semblance of normality has been restored to parts of the country.,这个国家的部分地区至少在表面上已恢复正常。
en:sensible:adjective:1,sensible,adjective,可感觉的；明智的,adj 可感觉的；明智的,/'sɛnsəbl/,/'sensɪb(ə)l/,She seems very sensible.,她好像很明智。
en:sensitive:adjective:1,sensitive,adjective,敏感的；过敏的，容易生气的；仪器灵敏的,adj 敏感的；过敏的，容易生气的；仪器灵敏的,/'sɛnsətɪv/,/'sensɪtɪv/,a very sensitive child,一个很敏感的小孩
en:sentiment:noun:1,sentiment,noun,思想感情；情操；情绪,n 思想感情；情操；情绪,/'sɛntɪmənt/,/'sentɪm(ə)nt/,Public sentiment rapidly turned anti-American.,公众的情绪迅速转向反美。
en:septic:adjective:1,septic,adjective,使腐败的,adj 使腐败的,/'sɛptɪk/,/'septɪk/,Put some anti-septic cream on it.,涂上一些防止败血症的药膏。
en:sequence:noun:1,sequence,noun,(事件、观念等的)系列；顺序；关联,n (事件、观念等的)系列；顺序；关联,/'sikwəns/,/'siːkw(ə)ns/,Be careful to perform the actions in the correct sequence .,注意要按正确的顺序来完成动作。
en:series:noun:1,series,noun,连续，系列,n 连续，系列,/'sɪriz/,/'sɪəriːz; -rɪz/,the series of events that led to the outbreak of war,导致战争爆发的一系列事件
en:session:noun:1,session,noun,开庭，开庭期；集会；学期,n 开庭，开庭期；集会；学期,/'sɛʃən/,/'seʃ(ə)n/,Board members met in closed session (= with nobody else present ) .,委员会成员举行了闭门会议。
en:set:verb:1,set,verb,(日，月)落，vt放,v (日，月)落，vt放,/sɛt/,/set/,This debate should be set in an international context .,这场辩论应该放在国际大背景下来看。
en:skim:verb:1,skim,verb,浏览，略读；掠过，抹去,v 浏览，略读；掠过，抹去,/skɪm/,/skɪm/,Julie skimmed the sports page.,朱莉浏览了体育版。
en:skip:verb:1,skip,verb,跳；遗漏,v&n 跳；遗漏,/skɪp/,/skɪp/,I decided to skip the first chapter.,我决定跳过第一章。
en:slab:noun:1,slab,noun,(石材、木材)板，片,n (石材、木材)板，片,/slæb/,/slæb/,a concrete slab,水泥板
en:slack:adjective:1,slack,adjective,懈怠的；萧条的；呆滞的；松驰的；不紧的,adj 懈怠的；萧条的；呆滞的；松驰的；不紧的,/slæk/,/slæk/,Keep the rope slack until I tell you to pull it.,让绳子松着，直到我叫你拉紧。
en:slag:noun:1,slag,noun,矿渣，炉渣，熔渣,n 矿渣，炉渣，熔渣,/slæɡ/,/slæg/,steel slag,钢渣
en:slam:verb:1,slam,verb,砰地关上；猛击,v&n 砰地关上；猛击,/slæm/,/slæm/,We heard a car door slam.,我们听到有车门砰的一声关上了。
en:slander:noun:1,slander,noun,诽谤，污蔑,n&vt 诽谤，污蔑,/'slændɚ/,/'slɑːndə/,He is being sued for slander .,他被控犯有口头诽谤罪。
en:slap:verb:1,slap,verb,拍 ，掌击,v 拍 ，掌击,/slæp/,/slæp/,Sarah slapped Aaron across the face.,萨拉在阿龙的脸上掴了一巴掌。
en:slate:noun:1,slate,noun,板岩，石板,n 板岩，石板,/slet/,/sleɪt/,There were several slates missing from the roof.,房顶有几块石板瓦掉了。
en:slaughter:noun:1,slaughter,noun,屠杀，屠宰,n&vt 屠杀，屠宰,/'slɔtɚ/,/'slɔːtə/,Hundreds of innocent civilians had been slaughtered by government troops.,数百名无辜平民遭政府军屠杀。
en:slender:adjective:1,slender,adjective,细长的，苗条的；纤弱的，微小的，微薄的,adj 细长的，苗条的；纤弱的，微小的，微薄的,/'slɛndɚ/,/'slendə/,She is slender and stylish.,她身材修长，穿着时髦。
en:slice:noun:1,slice,noun,片，部分,n 片，部分；v 切片,/slaɪs/,/slaɪs/,pizza slices,比萨块
en:slide:noun:1,slide,noun,滑；幻灯片,n 滑；幻灯片；v 滑动,/slaɪd/,/slaɪd/,a slide show,幻灯片放映
en:slight:adjective:1,slight,adjective,细长的，轻微的,adj 细长的，轻微的；v 轻视，怠慢,/slaɪt/,/slaɪt/,a slight improvement,些许的改进
en:slippery:adjective:1,slippery,adjective,表面光滑的，(人)不老实的，不可靠的,adj 表面光滑的，(人)不老实的，不可靠的,/'slɪpəri/,/'slɪp(ə)rɪ/,"In places, the path can be wet and slippery.",路上有些地方可能又湿又滑。
en:slim:adjective:1,slim,adjective,细长的；苗条的,adj 细长的；苗条的,/slɪm/,/slɪm/,a slim young woman,身材苗条的年轻女子
en:slip:noun:1,slip,noun,滑，失误,n&v 滑，失误,/slɪp/,/slɪp/,Wright slipped but managed to keep hold of the ball.,赖特滑了一下，但球还抓在手里。
en:slit:noun:1,slit,noun,狭长的切口；裂缝,n 狭长的切口；裂缝；v 切开，撕裂,/slɪt/,/slɪt/,light shining through a slit in the door,透过门缝照进来的光线
en:slogan:noun:1,slogan,noun,标语，口号,n 标语，口号,/'slogən/,/'sləʊg(ə)n/,an advertising slogan,一句广告口号
en:slope:noun:1,slope,noun,斜线，斜度；倾斜面，斜坡,n 斜线，斜度；倾斜面，斜坡,/slop/,/sləʊp/,a steep slope,陡坡
en:slot:noun:1,slot,noun,狭缝；槽沟,n 狭缝；槽沟,/slɑt/,/slɒt/,Alan dropped another quarter into the slot on the pay phone.,艾伦往付费电话的投币口里又塞了一枚 25 分的硬币。
en:sluggish:adjective:1,sluggish,adjective,不活泼的，呆滞的,adj 不活泼的，呆滞的,/'slʌɡɪʃ/,/'slʌgɪʃ/,"Alex woke late, feeling tired and sluggish.",亚历克斯醒得很晚，感到很倦怠。
en:slum:noun:1,slum,noun,平民窟; 陋巷,n 平民窟; 陋巷,/slʌm/,/slʌm/,a slum area,贫民区
en:sporadic:adjective:1,sporadic,adjective,偶而发生的,adj 偶而发生的,/spə'rædɪk/,/spə'rædɪk/,There has been sporadic violence downtown.,市中心时有暴力事件发生。
en:spotlight:noun:1,spotlight,noun,聚光灯,n 聚光灯；v 聚光照明，使显著,/'spɑtlaɪt/,/'spɒtlaɪt/,The yard was lit by three huge spotlights.,院子里亮着三盏巨大的聚光灯。
en:spouse:noun:1,spouse,noun,(法律)配偶,n (法律)配偶,/spaʊs/,/spaʊz; -s/,Spouses were invited to the company picnic.,配偶受到邀请参加公司的野餐会。
en:sprawl:verb:1,sprawl,verb,植物蔓生；城市无计划扩张,v 植物蔓生；城市无计划扩张,/sprɔl/,/sprɔːl/,urban sprawl,城市扩张；都市向郊区扩张的现象
en:spray:verb:1,spray,verb,水花；飞沫；喷射,vt&n 水花；飞沫；喷射,/spreɪ/,/spreɪ/,The moon was casting a rainbow through the spray from the waterfall.,月亮在瀑布溅起的水雾中映出了一道彩虹。
en:spring:verb:1,spring,verb,跳，发芽,v&n 跳，发芽；n 春季；泉；弹簧,/sprɪŋ/,/sprɪŋ/,"He sprang to his feet, grabbing his keys off the coffee table.",他跳了起来，从咖啡桌上抓起他的钥匙。
en:sprint:verb:1,sprint,verb,全速奔跑，冲刺,v 全速奔跑，冲刺,/sprɪnt/,/sprɪnt/,Sergeant Horne sprinted to the car.,霍恩中士冲向那辆汽车。
en:sprout:verb:1,sprout,verb,发芽，开始生长；发展,vt&vi 发芽，开始生长；发展,/spraʊt/,/spraʊt/,Move the pots outside when the seeds begin to sprout.,种子开始发芽时把盆搬到外面去。
en:spur:noun:1,spur,noun,刺激；鞭策,n&v 刺激；鞭策,/spɝ/,/spɜː/,The crowd’s reaction only acted as a spur.,人群的反应不过起了刺激作用。
en:square:adjective:1,square,adjective,正方形的；直角的,"adj 正方形的；直角的；n 正方形,广场,平方""",/skwɛr/,/skweə/,a large square room,一个正方形的大房间
en:squeeze:verb:1,squeeze,verb,榨，挤,vt&vi 榨，挤,/skwiz/,/skwiːz/,She smiled as he squeezed her hand.,他捏了捏她的手，她笑了。
en:stabilize:verb:1,stabilize,verb,使稳定，使坚固，使安定,v 使稳定，使坚固，使安定,/'stebəlaɪz/,/'steɪbəlaɪz/,The patient’s condition has now stabilized.,病人的情况现已稳定下来了。
en:stack:noun:1,stack,noun,堆；大量；书库,n 堆；大量；书库,/stæk/,/stæk/,stacks of dirty dishes,一摞摞脏盘子
en:stadium:noun:1,stadium,noun,露天运动场,n 露天运动场,/'stedɪəm/,/'steɪdɪəm/,the new Olympic Stadium,新的奥林匹克体育场
en:staff:noun:1,staff,noun,木棍；杆；工作人员,n 木棍；杆；工作人员,/stæf/,/stɑːf/,10 staff were allocated to the task.,10名员工被分派做这项任务。
en:stagger:verb:1,stagger,verb,摇晃；蹒跚,v&n 摇晃；蹒跚,/'stægɚ/,/'stægə/,He managed to stagger home.,他好不容易才蹒跚着走回家。
