sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:construction:noun:1,construction,noun,建设；建筑物；解释；造句,n 建设；建筑物；解释；造句,/kən'strʌkʃən/,/kən'strʌkʃ(ə)n/,a road construction project,道路修建计划
en:consult:verb:1,consult,verb,查阅；商量；向…请教,v 查阅；商量；向…请教,/kən'sʌlt/,/kən'sʌlt/,"If symptoms persist, consult a doctor without delay.",如果症状持续的话，马上咨询医生。
en:consultant:noun:1,consultant,noun,顾问；咨询者；会诊医生,n 顾问；咨询者；会诊医生,/kən'sʌltənt/,/kən'sʌlt(ə)nt/,a management consultant,管理顾问
en:consume:verb:1,consume,verb,消耗，消费；使…著迷；挥霍,v 消耗，消费；使…著迷；挥霍,/kənˈsum/,/kən'sjuːm/,Only 27% of the paper we consume is recycled.,我们消耗的纸张只有 27% 得到回收利用。
en:contain:verb:1,contain,verb,包含；控制；容纳；牵制（敌军）,v 包含；控制；容纳；牵制（敌军）,/kən'ten/,/kən'teɪn/,The thieves stole a purse containing bank-notes.,小偷们偷到了一个里面有钞票的钱包。
en:container:noun:1,container,noun,集装箱；容器,n 集装箱；容器,/kən'tenɚ/,/kən'teɪnə/,ice cream in plastic containers,塑料容器里的冰激凌
en:contemporary:noun:1,contemporary,noun,同时代的人；同时期的东西,n 同时代的人；同时期的东西；adj 当代的；同时代的；属于同一时期的,/kən'tɛmpərɛri/,/kən'temp(ə)r(ər)ɪ/,"Like most of my contemporaries, I grew up in a vastly different world.",像我同时代的大多数人一样，我在一个非常不同的世界里长大。
en:content:noun:1,content,noun,内容，目录；满足；容量,n 内容，目录；满足；容量；adj 满意的；v 使满足,/'kɑntɛnt/,/kən'tent/,water with a low salt content,含盐量低的水
en:continent:noun:1,continent,noun,大陆，洲，陆地,n 大陆，洲，陆地；adj 自制的，克制的,/'kɑntɪnənt/,/'kɒntɪnənt/,the continents of Asia and Africa,亚洲及非洲大陆
en:continue:verb:1,continue,verb,继续，延续；仍旧，连续,v 继续，延续；仍旧，连续,/kən'tɪnju/,/kən'tɪnjuː/,He will be continuing his education in the US.,他将在美国继续求学。
en:contradict:verb:1,contradict,verb,反驳；否定；与…矛盾；与…抵触,v 反驳；否定；与…矛盾；与…抵触,/'kɑntrə'dɪkt/,/kɒntrə'dɪkt/,"Deborah opened her mouth to contradict, but closed it again.",黛博拉张口想要反驳，但又把嘴闭上了。
en:contradictory:adjective:1,contradictory,adjective,矛盾的；反对的；反驳的；抗辩的,adj 矛盾的；反对的；反驳的；抗辩的；n 对立物；矛盾因素,"/,kɑntrə'dɪktəri/",/kɒntrə'dɪkt(ə)rɪ/,Customs officials have made a series of contradictory statements about the equipment.,海关官员们对于这种设备做出了一系列相互矛盾的陈述。
en:contrary:adjective:1,contrary,adjective,相反的；对立的,adj 相反的；对立的；adv 相反地；n 相反；反面,/'kɑntrɛri/,/'kɒntrərɪ/,Two contrary views emerged.,出现了两种相反的观点。
en:contribute:verb:1,contribute,verb,贡献，出力；投稿；捐献,v 贡献，出力；投稿；捐献,/kən'trɪbjut/,/kən'trɪbjuːt; 'kɒntrɪbjuːt/,The three sons also contribute to the family business.,3个儿子也为家族企业做贡献。
en:contribution:noun:1,contribution,noun,贡献；捐献；投稿,n 贡献；捐献；投稿,"/,kɑntrɪ'bjuʃən/",/kɒntrɪ'bjuːʃ(ə)n/,a campaign contribution,竞选捐款
en:control:noun:1,control,noun,控制；管理；抑制；操纵装置,n 控制；管理；抑制；操纵装置；v 控制；管理；抑制,/kən'trol/,/kən'trəʊl/,The disease robs you of muscle control.,这种疾病会让你丧失肌肉控制力。
en:controversial:adjective:1,controversial,adjective,有争议的；有争论的,adj 有争议的；有争论的,"/,kɑntrə'vɝʃl/",/kɒntrə'vɜːʃ(ə)l/,the controversial issue of welfare reform,福利改革这一有争议的话题
en:convenience:noun:1,convenience,noun,便利；厕所；便利的事物,n 便利；厕所；便利的事物,/kən'vinɪəns/,/kən'viːnɪəns/,Ready meals sell well because of their convenience.,即食餐因为方便销路好。
en:convenient:adjective:1,convenient,adjective,方便的；[废语]适当的；[口语]近便的；实用的,adj 方便的；[废语]适当的；[口语]近便的；实用的,/kən'vinɪənt/,/kən'viːnɪənt/,Mail-order catalogs are a convenient way to shop.,使用邮购目录是一种方便的购物方式。
en:conventional:adjective:1,conventional,adjective,符合习俗的，传统的；常见的；惯例的,adj 符合习俗的，传统的；常见的；惯例的,/kən'vɛnʃənl/,/kən'venʃ(ə)n(ə)l/,Internet connections through conventional phone lines are fairly slow.,通过传统的电话线来连接因特网速度很慢。
en:conversation:noun:1,conversation,noun,交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话,n 交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话,"/,kɑnvɚ'seʃən/",/kɒnvə'seɪʃ(ə)n/,a telephone conversation,电话交谈
en:convey:verb:1,convey,verb,传达；运输；让与,v 传达；运输；让与,/kən've/,/kən'veɪ/,All this information can be conveyed in a simple diagram.,所有这些信息可以通过一张简单的图表来表示。
en:convince:verb:1,convince,verb,说服；使确信，使信服,v 说服；使确信，使信服,/kən'vɪns/,/kən'vɪns/,"Her arguments didn’t convince everyone, but changes were made.",她的论点不能说服每个人，但还是引起了一些变化。
en:cook:verb:1,cook,verb,烹调，煮,v 烹调，煮；n 厨师，厨子,/kʊk/,/kʊk/,Where did you learn to cook?,你在哪里学烹调的？
en:cooker:noun:1,cooker,noun,炊具；烹饪用水果；窜改者,n 炊具；烹饪用水果；窜改者,/'kʊkɚ/,/'kʊkə/,a gas cooker,煤气炉灶
en:cookie:noun:1,cookie,noun,饼干；小甜点,n 饼干；小甜点,/'kʊki/,/'kʊkɪ/,a glass of milk and a cookie,一杯牛奶和一块小甜饼
en:cool:adjective:1,cool,adjective,凉爽的；冷静的；出色的,adj 凉爽的；冷静的；出色的；v 使…冷却；使…平静下来；n 凉爽；凉爽的空气；adv 冷静地,/kul/,/kuːl/,She swam out into the cool water.,她往外游向清凉的水里。
en:copy:verb:1,copy,verb,复制；复印；抄袭,v 复制；复印；抄袭；n 副本；一册；摹仿,/'kɑpi/,/'kɒpɪ/,"Could you copy this letter and send it out, please?",你能把这封信复印一份发出去吗？
en:coral:noun:1,coral,noun,珊瑚；珊瑚虫,n 珊瑚；珊瑚虫；adj 珊瑚的；珊瑚色的,/'kɔrəl/,/'kɒr(ə)l/,The seas around Bermuda are full of colourful corals and fantastic fish.,百慕大周围的海域中到处都是五彩的珊瑚虫和奇异的鱼类。
en:cordless:noun:1,cordless,noun,不用电线的,n 不用电线的；adj 无线的（副词cordlessly）,/'kɔrdləs/,/'kɔːdlɪs/,a cordless phone,无线电话
en:corn:noun:1,corn,noun,（美）玉米；（英）谷物；[皮肤] 鸡眼,n （美）玉米；（英）谷物；[皮肤] 鸡眼；v 腌；使成颗粒,/kɔrn/,/kɔːn/,fields of corn,一片片麦田
en:corner:noun:1,corner,noun,角落，拐角处；地区，偏僻处；困境，窘境,n 角落，拐角处；地区，偏僻处；困境，窘境；v 囤积；相交成角,/'kɔrnɚ/,/'kɔːnə/,He pulled a dirty handkerchief out by its corner and waved it at me.,他拽出一块脏手帕，捏着一角向我挥动。
en:corporation:noun:1,corporation,noun,公司；法人（团体）；社团；大腹便便；市政当局,n 公司；法人（团体）；社团；大腹便便；市政当局,"/,kɔrpə'reʃən/",/kɔːpə'reɪʃ(ə)n/,He works for a large American corporation.,他在一家美国大公司工作。
en:correct:verb:1,correct,verb,改正；告诫,v 改正；告诫；adj 正确的；恰当的；端正的,/kə'rɛkt/,/kə'rekt/,Correct my pronunciation if it’s wrong.,如果我的发音错了，请给我纠正。
en:correction:noun:1,correction,noun,改正，修正,n 改正，修正,/kə'rɛkʃən/,/kə'rekʃ(ə)n/,"I just need to make a few corrections , and then we can send it to the printer.",我只要修改几个地方，然后就可以把它发送到打印机。
en:correspond:verb:1,correspond,verb,符合，一致；相应；通信,v 符合，一致；相应；通信,"/,kɔrə'spɑnd/",/kɒrɪ'spɒnd/,The two halves of the document did not correspond.,这份文件的前后两部分不相符。
en:corrupt:adjective:1,corrupt,adjective,腐败的，贪污的；堕落的,adj 腐败的，贪污的；堕落的；v 使腐烂；使堕落，使恶化,/kə'rʌpt/,/kə'rʌpt/,Corrupt judges have taken millions of dollars in bribes.,腐败的法官接受了几百万美元的贿赂。
en:cost:verb:1,cost,verb,花费；使付出；使花许多钱,v 花费；使付出；使花许多钱；n 费用，代价，成本；损失,/kɔst/,/kɒst/,We’ll get the plan costed before presenting it to the board.,在把计划提交董事会以前，我们会核算成本。
en:cosy:adjective:1,cosy,adjective,舒适的；惬意的,adj 舒适的；惬意的；n 保温罩,/ˈkozi/,/'kəʊzɪ/,The living room was warm and cosy .,客厅暖和又舒适。
en:cottage:noun:1,cottage,noun,小屋；村舍；（农舍式的）小别墅,n 小屋；村舍；（农舍式的）小别墅,/'kɑtɪdʒ/,/'kɒtɪdʒ/,a country cottage,乡间小屋
en:cotton:noun:1,cotton,noun,棉花；棉布；棉线,n 棉花；棉布；棉线；v 一致；理解；和谐；亲近；adj 棉的；棉制的,/'kɑtn/,/'kɒt(ə)n/,a white cotton shirt,白色棉布衬衫
en:cough:noun:1,cough,noun,咳嗽，咳嗽声；咳嗽病,n 咳嗽，咳嗽声；咳嗽病；v 咳出,/kɔf/,/kɒf/,He’s got a bad cough.,他咳嗽得很厉害。
en:could:auxiliary:1,could,auxiliary,能够,aux 能够；v 能（can的过去式）,/kʊd/,/kəd; kʊd/,"I could do it, he mused.",我能做这件事，他沉思着。
en:count:verb:1,count,verb,计算；认为,v 计算；认为；n 计数；计算；伯爵,/kaʊnt/,/kaʊnt/,"There are more than two thousand of us, not counting the crew.",我们有两千多人，不包括工作人员在内。
en:counter:noun:1,counter,noun,柜台；对立面；计数器；（某些棋盘游戏的）筹码,n 柜台；对立面；计数器；（某些棋盘游戏的）筹码；v 反击，还击；反向移动，对着干；反驳，回答；adj 相反的；adv 反方向地；背道而驰地,/'kaʊntɚ/,/'kaʊntə/,He wondered if the girl behind the counter recognised him.,他在想柜台后面的那个女孩是否认出了他。
en:country:noun:1,country,noun,国家，国土；国民；乡下，农村；乡村；故乡,n 国家，国土；国民；乡下，农村；乡村；故乡；adj 祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的,/'kʌntri/,/'kʌntrɪ/,the Scandinavian countries,斯堪的纳维亚国家
en:countryside:noun:1,countryside,noun,农村，乡下；乡下的全体居民,n 农村，乡下；乡下的全体居民,/'kʌntrɪsaɪd/,/'kʌntrɪsaɪd/,The house had lovely views over open countryside .,这房子望出去是开阔的乡村美景。
en:couple:noun:1,couple,noun,对；夫妇；数个,n 对；夫妇；数个；v 结合；成婚,/'kʌpl/,/'kʌp(ə)l/,a newly married couple,一对新婚夫妇
en:courage:noun:1,courage,noun,勇气；胆量,n 勇气；胆量,/'kɝrɪdʒ/,/'kʌrɪdʒ/,Sue showed great courage throughout her illness.,休在生病期间表现出了极大的勇气。
en:course:noun:1,course,noun,科目；课程；过程；进程；道路；路线，航向；一道菜,n 科目；课程；过程；进程；道路；路线，航向；一道菜；v 追赶；跑过,/kɔrs/,/kɔːs/,of course,一定，当然
en:court:noun:1,court,noun,法院；球场；朝廷；奉承,n 法院；球场；朝廷；奉承；v 招致（失败、危险等）；向…献殷勤；设法获得,/kɔrt/,/kɔːt/,It could not be proved in a court of law.,这无法在法庭上证实。
en:courtyard:noun:1,courtyard,noun,庭院，院子；天井,n 庭院，院子；天井,/'kɔrtjɑrd/,/'kɔːtjɑːd/,the castle courtyard,城堡的庭院
en:cousin:noun:1,cousin,noun,堂兄弟姊妹；表兄弟姊妹,n 堂兄弟姊妹；表兄弟姊妹,/'kʌzn/,/'kʌz(ə)n/,My cousin Mark helped me to bring in the bags.,我表弟马克帮我把包提了进来。
en:cover:verb:1,cover,verb,包括；采访，报导；涉及,v 包括；采访，报导；涉及；n 封面，封皮；盖子；掩蔽物;幌子，借口,/'kʌvɚ/,/'kʌvə/,a course covering business law,一门包括商业法的课程
en:cow:noun:1,cow,noun,奶牛，母牛；母兽,n 奶牛，母牛；母兽；v 威胁，恐吓,/kaʊ/,/kaʊ/,a herd of cows,一群牛
en:cowboy:noun:1,cowboy,noun,牛仔；牧童；莽撞的人,n 牛仔；牧童；莽撞的人,/'kaʊbɔɪ/,/'kaʊbɒɪ/,Boys used to play at cowboys and Indians.,男孩子们过去常玩牛仔和印第安人的游戏。
en:crash:noun:1,crash,noun,撞碎；坠毁；破产；轰隆声；睡觉,n 撞碎；坠毁；破产；轰隆声；睡觉；v 摔碎；坠落；发出隆隆声；(金融企业等)破产,/kræʃ/,/kræʃ/,a crash victim,车祸受害者
en:crayon:noun:1,crayon,noun,蜡笔，有色粉笔,n 蜡笔，有色粉笔；v 以蜡笔作画，用颜色粉笔画,/ˈkreɪən; ˈkreɪˌɑn/,/ˈkreɪən/,He coloured the picture with crayon.,他用蜡笔给画上色。
en:crazy:adjective:1,crazy,adjective,疯狂的；狂热的，着迷的,adj 疯狂的；狂热的，着迷的,/'krezi/,/'kreɪzɪ/,The neighbours must think we’re crazy.,邻居一定会认为我们疯了。
en:cream:noun:1,cream,noun,奶油，乳脂；精华；面霜；乳酪,n 奶油，乳脂；精华；面霜；乳酪,/krim/,/kriːm/,fresh cream,鲜奶油
en:create:verb:1,create,verb,创造，创作；造成,v 创造，创作；造成,/krɪ'et/,/kriː'eɪt/,Some people believe the universe was created by a big explosion.,有些人认为宇宙是通过一次大爆炸创造出来的。
en:creature:noun:1,creature,noun,动物，生物；人；创造物,n 动物，生物；人；创造物,/'kritʃɚ/,/'kriːtʃə/,all the living creatures in the sea,海洋中所有的生物
en:credit:noun:1,credit,noun,信用，信誉；[金融] 贷款；学分；信任；声望,n 信用，信誉；[金融] 贷款；学分；信任；声望；v 相信，信任；把…归给，归功于；赞颂,/'krɛdɪt/,/'kredɪt/,The store agreed to let him have credit.,商店同意他赊购。
en:crew:noun:1,crew,noun,队，组；全体人员，全体船员,n 队，组；全体人员，全体船员；v 一起工作,/krʊ/,/kruː/,"The plane crashed, killing two of the crew and four passengers.",飞机坠毁，造成两名机组人员和四名乘客死亡。
en:crime:noun:1,crime,noun,罪行，犯罪；罪恶；犯罪活动,n 罪行，犯罪；罪恶；犯罪活动；vt 控告……违反纪律,/kraɪm/,/kraɪm/,We moved here because there was very little crime.,我们搬到这里来是因为这里的犯罪率很低。
en:criminal:noun:1,criminal,noun,罪犯,n 罪犯；adj 刑事的；犯罪的；罪恶的,/'krɪmɪnl/,/'krɪmɪn(ə)l/,Police have described the man as a violent and dangerous criminal.,警方形容那名男子是个凶暴而危险的罪犯。
en:criterion:noun:1,criterion,noun,（批评判断的）标准；准则；规范；准据,n （批评判断的）标准；准则；规范；准据,/kraɪˈtɪriən/,/kraɪ'tɪərɪən/,the criteria we use to select candidates,我们挑选候选人的标准
en:crop:noun:1,crop,noun,产量；农作物；庄稼；平头,n 产量；农作物；庄稼；平头；v 种植；收割；修剪；剪短,/krɑp/,/krɒp/,The main crops were oats and barley.,主要作物是燕麦和大麦。
en:cross:noun:1,cross,noun,交叉，十字；十字架，十字形物,n 交叉，十字；十字架，十字形物；v 交叉；杂交；横过；adj 交叉的，相反的；乖戾的；生气的,/krɔs/,/krɒs/,The by-pass crosses Wilton Lane shortly after a roundabout.,这条旁道绕过环岛后不久就和威尔顿巷相交。
en:crossing:noun:1,crossing,noun,十字路口；杂交；横渡；横道,n 十字路口；杂交；横渡；横道；v 横越（cross的现在分词）,/'krɔsɪŋ/,/'krɒsɪŋ/,You must give way to any pedestrians on the crossing.,必须让人行横道上的行人先行。
en:crossroads:noun:1,crossroads,noun,十字路口；交叉路口；聚会的中心地点（crossroad的复数形式）,n 十字路口；交叉路口；聚会的中心地点（crossroad的复数形式）,/'krɔsrodz/,/'krɒsrəʊdz/,The car was approaching the crossroads.,汽车正驶近交叉路口。
en:crowd:noun:1,crowd,noun,"群众,一伙;一堆,许多,大众","n 群众,一伙;一堆,许多,大众；v 拥挤,挤满,挤进",/kraʊd/,/kraʊd/,A vast crowd gathered in the main square.,主广场上聚集了一大群人。
en:crowded:adjective:1,crowded,adjective,拥挤的；塞满的,adj 拥挤的；塞满的；v 拥挤（crowd的过去分词）,/'kraʊdɪd/,/'kraʊdɪd/,a crowded room,拥挤的房间
en:cruel:adjective:1,cruel,adjective,残酷的，残忍的；使人痛苦的，让人受难的；无情的，严酷的,adj 残酷的，残忍的；使人痛苦的，让人受难的；无情的，严酷的,/'kruəl/,/krʊəl/,His death was a cruel blow .,他的死是个无情的打击。
en:cry:verb:1,cry,verb,叫喊；哭出；大声说,v 叫喊；哭出；大声说；n 叫喊；叫声；口号；呼叫,/kraɪ/,/kraɪ/,‘Stop!’ she cried.,“停下！”她喊道。
en:cube:noun:1,cube,noun,立方；立方体；骰子,n 立方；立方体；骰子；v 使成立方形；使自乘二次；量…的体积,/kjʊb/,/kjuːb/,a sugar cube,一块方糖
en:cubic:adjective:1,cubic,adjective,立方体的，立方的,adj 立方体的，立方的；n (Cubic)人名；(罗)库比克,/'kjubɪk/,/'kjuːbɪk/,the cubic capacity of an engine,引擎汽缸的容积
en:cuisine:noun:1,cuisine,noun,烹饪，烹调法,n 烹饪，烹调法,/kwɪ'zin/,/kwɪ'ziːn/,French cuisine,法式烹饪
en:culture:noun:1,culture,noun,文化，文明；修养；栽培,n 文化，文明；修养；栽培；v [细胞][微] 培养（等于cultivate）,/'kʌltʃɚ/,/'kʌltʃə/,We speak Danish at home so that the boys don’t lose touch with their language and culture.,我们在家说丹麦语，这样男孩子们就不会脱离他们的语言和文化。
en:cup:noun:1,cup,noun,杯子；奖杯；酒杯,n 杯子；奖杯；酒杯；v 使成杯状；为…拔火罐,/kʌp/,/kʌp/,Mathew picked up the cup and sipped his coffee.,马修拿起杯子抿了口咖啡。
en:cupboard:noun:1,cupboard,noun,碗柜；食橱,n 碗柜；食橱,/'kʌbɚd/,/'kʌbəd/,It’s in the kitchen cupboard.,它在厨房的碗柜里。
en:cure:verb:1,cure,verb,治疗；治愈；使硫化；加工处理,v 治疗；治愈；使硫化；加工处理；n 治疗；治愈；[临床] 疗法,/kjʊr/,/kjʊə; kjɔː/,Many types of cancer can now be cured.,现在许多癌症都可以治好。
en:curious:adjective:1,curious,adjective,好奇的，有求知欲的；古怪的；爱挑剔的,adj 好奇的，有求知欲的；古怪的；爱挑剔的,/'kjʊrɪəs/,/'kjʊərɪəs/,Puppies are naturally curious.,小狗天生好奇。
en:currency:noun:1,currency,noun,货币；通货,n 货币；通货,/ˈkɜrənsi/,/'kʌr(ə)nsɪ/,The bank can supply you with foreign currency .,这家银行能为你提供外币。
en:curriculum:noun:1,curriculum,noun,课程,n 课程,/kə'rɪkjələm/,/kə'rɪkjʊləm/,Languages are an essential part of the school curriculum.,语言是学校课程中必不可少的部分。
en:curtain:noun:1,curtain,noun,幕；窗帘,n 幕；窗帘；v 遮蔽；装上门帘,/'kɝtn/,/'kɜːt(ə)n/,red velvet curtains,红色的丝绒窗帘
en:cushion:noun:1,cushion,noun,垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄,n 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄；v 给…安上垫子；把…安置在垫子上；缓和…的冲击,/'kʊʃən/,/'kʊʃ(ə)n/,a velvet cushion,天鹅绒垫子
en:custom:noun:1,custom,noun,习惯，惯例；风俗；海关，关税；经常光顾；[总称]（经常性的）顾客,n 习惯，惯例；风俗；海关，关税；经常光顾；[总称]（经常性的）顾客；adj （衣服等）定做的，定制的,/'kʌstəm/,/'kʌstəm/,"He awoke early, as was his custom.",他很早醒来，这是他的习惯。
en:customer:noun:1,customer,noun,顾客；家伙,n 顾客；家伙,/'kʌstəmɚ/,/'kʌstəmə/,We aim to offer good value and service to all our customers.,我们力求为所有的客户提供物有所值的商品和服务。
en:customs:noun:1,customs,noun,海关；风俗（custom的复数）；习惯；关税,n 海关；风俗（custom的复数）；习惯；关税,/'kʌstəmz/,/'kʌstəmz/,What right does Customs have to search my car?,海关有什么权力搜查我的车？
en:cut:noun:1,cut,noun,伤口；切口；削减；（服装等的）式样；削球；切入,n 伤口；切口；削减；（服装等的）式样；削球；切入；v [机] 切割；削减；缩短；刺痛；adj 割下的；雕过的；缩减的,/kʌt/,/kʌt/,There will be cuts across all levels of the company.,公司上下各级都将削减开支。
en:cycle:noun:1,cycle,noun,循环；周期；自行车；整套；一段时间,n 循环；周期；自行车；整套；一段时间；v 使循环；使轮转,/'saɪkl/,/'saɪk(ə)l/,a woman’s menstrual cycle,女性的月经周期
en:cyclist:noun:1,cyclist,noun,骑自行车的人,n 骑自行车的人,/'saɪklɪst/,/'saɪklɪst/,...better protection for pedestrians and cyclists.,…对行人和骑自行车的人的更好保护。
en:dad:noun:1,dad,noun,爸爸；爹爹,n 爸爸；爹爹,/dæd/,/dæd/,She lives with her mom and dad.,她和爸爸妈妈一起住。
en:daily:adjective:1,daily,adjective,日常的；每日的,adj 日常的；每日的；n 日报；朝来夜去的女佣；adv 日常地；每日；天天,/'delɪ/,/'deɪlɪ/,daily flights to Miami,每日飞往迈阿密的航班
en:dam:verb:1,dam,verb,控制；筑坝,v 控制；筑坝；n [水利] 水坝；障碍,/dæm/,/dæm/,They built a dam along the seashore to retain the seawater.,他们沿海岸筑起一道堤坝以拦住海水。
en:damage:noun:1,damage,noun,损害；损毁；赔偿金,n 损害；损毁；赔偿金；v 损害；损毁,/'dæmɪdʒ/,/'dæmɪdʒ/,These chemicals have been found to cause serious environmental damage.,经发现，这些化学物质会造成严重的环境破坏。
en:damp:verb:1,damp,verb,使潮湿；使阻尼；使沮丧，抑制,v 使潮湿；使阻尼；使沮丧，抑制；n 潮湿，湿气；adj 潮湿的,/dæmp/,/dæmp/,Damp had stained the walls.,墙上留下了潮湿的痕迹。
en:dance:noun:1,dance,noun,舞蹈；舞会；舞曲,n 舞蹈；舞会；舞曲；v 跳舞；跳跃；飘扬；adj 舞蹈的；用于跳舞的,/dæns/,/dɑːns/,The waltz is an easy dance to learn.,华尔兹这种舞很容易学。
en:danger:noun:1,danger,noun,危险；危险物，威胁,n 危险；危险物，威胁,/'dendʒɚ/,/'deɪn(d)ʒə/,Danger! No boats beyond this point.,危险！船只不可越过此处。
en:dangerous:adjective:1,dangerous,adjective,危险的,adj 危险的,/'dendʒərəs/,/'deɪn(d)ʒ(ə)rəs/,laws about dangerous dogs,有关危险犬类的法律
en:dare:noun:1,dare,noun,挑战；挑动,n 挑战；挑动；v 敢冒；不惧,/dɛr/,/deə/,Jones broke into a military base on a dare.,约翰接受了挑战，冲进一个军事基地。
en:dark:adjective:1,dark,adjective,黑暗的，深色的；模糊的；无知的；忧郁的,adj 黑暗的，深色的；模糊的；无知的；忧郁的；n 黑暗；夜；黄昏；模糊,/dɑrk/,/dɑːk/,The church was dark and quiet.,教堂里黑魆魆的，寂静无声。
en:darkness:noun:1,darkness,noun,黑暗；模糊；无知；阴郁,n 黑暗；模糊；无知；阴郁,/'dɑrknəs/,,the long hours of darkness during winter,冬季漫长的黑夜
en:dash:noun:1,dash,noun,破折号；冲撞,n 破折号；冲撞；v 使…破灭；猛撞；泼溅,/dæʃ/,/dæʃ/,...a 160-mile dash to the hospital.,…飞奔160英里赶向医院。
en:data:noun:1,data,noun,数据（datum的复数）；资料,n 数据（datum的复数）；资料,/'detə/,/'deɪtə/,The research involves collecting data from two random samples.,该项研究需要从两个随机样本里收集资料。
en:database:noun:1,database,noun,数据库，资料库,n 数据库，资料库,/'detəbes/,/'deɪtəbeɪs/,customer details held on a database,存储在数据库内的客户详细信息
en:date:noun:1,date,noun,日期；约会；年代；枣椰子,n 日期；约会；年代；枣椰子；v 过时；注明日期；始于（某一历史时期）,/det/,/deɪt/,The date on the letter was 30th August 1962.,信上的日期是1962年8月30日。
en:daughter:noun:1,daughter,noun,女儿；[遗][农学] 子代,n 女儿；[遗][农学] 子代；adj 女儿的；子代的,/'dɔtɚ/,/'dɔːtə/,She’s got two daughters and one son.,她有两个女儿和一个儿子。
en:dawn:noun:1,dawn,noun,黎明；开端,n 黎明；开端；v 破晓；出现；被领悟,/dɔn/,/dɔːn/,"When dawn broke (= the first light of the day appeared ) , we were still 50 miles from Calcutta.",破晓的时候，我们离加尔各答还有50英里。
en:day:noun:1,day,noun,一天；时期；白昼,n 一天；时期；白昼；adv 每天；经常在白天地；adj 日间的；逐日的,/de/,/deɪ/,We spent three days in Paris.,我们在巴黎度过了三天。
en:daylight:noun:1,daylight,noun,白天；日光；黎明；公开,n 白天；日光；黎明；公开,/'delaɪt/,/'deɪlaɪt/,The park is open to the public during daylight hours .,公园白天对公众开放。
en:dead:adjective:1,dead,adjective,无生命的；呆板的；废弃了的,adj 无生命的；呆板的；废弃了的；adv 完全地；n 死者,/dɛd/,/ded/,Her mother had been dead for ten years.,她母亲去世十年了。
en:deadline:noun:1,deadline,noun,截止期限，最后期限,n 截止期限，最后期限,/ˈdedlaɪn/,/'dedlaɪn/,I’m always working under pressure to meet deadlines (= finish something on time ) .,我总是在赶工期的压力下工作。
en:deaf:adjective:1,deaf,adjective,聋的,adj 聋的,/dɛf/,/def/,communication between deaf and hearing people,失聪者和听力正常者之间的交流
en:deal:verb:1,deal,verb,处理；给予；分配；发牌,v 处理；给予；分配；发牌；n 交易；（美）政策；待遇；份量,/dil/,/diːl/,Whose turn is it to deal?,轮到谁发牌了？
en:dear:adjective:1,dear,adjective,亲爱的；尊敬的；昂贵的,adj 亲爱的；尊敬的；昂贵的；adv 高价地；疼爱地；int 哎呀；n 亲爱的人,/dɪr/,/dɪə/,"Dear Sir or Madam, ...",尊敬的先生或女士，…
en:death:noun:1,death,noun,死；死亡；死神；毁灭,n 死；死亡；死神；毁灭,/dɛθ/,/deθ/,The latest bombing is the death of all our hopes.,最近的炸弹爆炸事件使我们所有的希望都化为乌有。
en:debate:verb:1,debate,verb,辩论，争论，讨论,v 辩论，争论，讨论；n 辩论；辩论会,/dɪ'bet/,/dɪ'beɪt/,The issue will be debated on Tuesday.,这个问题将在星期二讨论。
en:debt:noun:1,debt,noun,债务；借款；罪过,n 债务；借款；罪过,/dɛt/,/det/,He had enough money to pay off his outstanding debts.,他有足够的钱偿还亏欠的债务。
en:decade:noun:1,decade,noun,十年，十年期；十,n 十年，十年期；十,/'dɛked/,/'dekeɪd; dɪ'keɪd/,...the last decade of the nineteenth century.,…19世纪的最后10年。
en:december:noun:1,December,noun,十二月,n 十二月,/dɪ'sɛmbɚ/,/dɪ'sembə/,In the dark of December.,在十二月的黑夜里。
en:decide:verb:1,decide,verb,决定；解决；判决,v 决定；解决；判决,/dɪ'saɪd/,/dɪ'saɪd/,Has anything been decided yet?,已经作出什么决定了吗？
en:decision:noun:1,decision,noun,决定，决心；决议,n 决定，决心；决议,/dɪ'sɪʒn/,/dɪ'sɪʒ(ə)n/,Do you ever wonder if you made the right decision?,你怀疑过自己所作的决定是否正确吗？
en:declare:verb:1,declare,verb,宣布，声明；断言，宣称,v 宣布，声明；断言，宣称,/dɪ'klɛr/,/dɪ'kleə/,A state of emergency has been declared.,已宣布进入紧急状态。
en:decline:noun:1,decline,noun,下降；衰退；斜面,n 下降；衰退；斜面；v 下降；衰落；谢绝,/dɪ'klaɪn/,/dɪ'klaɪn/,Official figures show a sharp decline in the number of foreign tourists.,官方数字显示外国游客数量骤降。
en:decorate:verb:1,decorate,verb,装饰；布置；授勋给,v 装饰；布置；授勋给,/'dɛkəret/,/'dekəreɪt/,Children’s pictures decorated the walls of the classroom.,教室的墙上装点着儿童画。
