sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:mutually:adverb:1,mutually,adverb,互相地,adv 互相地,/'mjutʃuəli/,/ˈmjuːtʃuəli/,"Note that different users of the system have different goals, and that these goals are often mutually exclusive.",请注意系统的不同用户有不同的目标，而且这些目标经常是相互排斥的。
en:review:noun:1,review,noun,回顾；复习,n&v 回顾；复习,/rɪ'vju/,/rɪ'vjuː/,a journalist who will review the events of the past six months,将对过去六个月里所发生的事件进行回顾的记者
en:elegant:adjective:1,elegant,adjective,优雅的,adj 优雅的,/'ɛləgənt/,/'elɪg(ə)nt/,"a tall, elegant young woman",身材高挑、举止优雅的年轻女子
en:hospitable:adjective:1,hospitable,adjective,热情友好的,adj 热情友好的,/hɑ'spɪtəbl/,/hɑ'spɪtəbl/,The local people were very kind and hospitable.,当地人非常友好热情。
en:constitute:verb:1,constitute,verb,组成,v 组成,/'kɑnstətut/,/'kɒnstɪtjuːt/,We must redefine what constitutes a family.,我们必须对家庭的构成重新定义。
en:programmer:noun:1,programmer,noun,程序设计员,n 程序设计员,/'progræmɚ/,/'prəʊgræmə/,The computer programmer botched (up) the job and had to start over.,计算机程序设计员把文件弄坏了，只好重做。
en:sophisticated:adjective:1,sophisticated,adjective,复杂的；世故的,adj 复杂的；世故的,/sə'fɪstɪketɪd/,/sə'fɪstɪkeɪtɪd/,sophisticated software,很先进的软件
en:ignorant:adjective:1,ignorant,adjective,无知的,adj 无知的,/'ɪɡnərənt/,/'ɪgn(ə)r(ə)nt/,an ignorant and uneducated man,不学无术的人
en:imitate:verb:1,imitate,verb,模仿,v 模仿,/'ɪmɪtet/,/'ɪmɪteɪt/,She was a splendid mimic and loved to imitate Winston Churchill.,她是个出色的模仿者，喜欢模仿温斯顿·丘吉尔。
en:trigger:verb:1,trigger,verb,引发，引起,v 引发，引起,/'trɪɡɚ/,/'trɪgə/,The assassination triggered off a wave of rioting.,这次暗杀事件引发了一阵骚乱。
en:code:noun:1,code,noun,代码，密码,n 代码，密码,/kod/,/kəʊd/,The spy sent his message in code.,这个间谍用密码发送情报。
en:investigate:verb:1,investigate,verb,调查,v 调查,/ɪn'vɛstɪɡet/,/ɪn'vestɪgeɪt/,The state police are investigating the incident.,州警察正调查此事。
en:outgoing:adjective:1,outgoing,adjective,开朗的；外出的,adj 开朗的；外出的,/'aʊt'goɪŋ/,/'aʊtgəʊɪŋ/,We’re looking for someone with an outgoing personality.,我们在找一个性格外向的人。
en:evolution:noun:1,evolution,noun,演变，进化,n 演变，进化,/ˌɛvəˈluʃən; (occas.) ˌ ivəˈluʃən/,/ivəˈluʃən/,the theory of evolution,进化论
en:resourceful:adjective:1,resourceful,adjective,机智的；资源丰富的,adj 机智的；资源丰富的,/rɪ'sɔrsfl/,/rɪ'sɔːsfl/,a woman who is energetic and resourceful,精力充沛且足智多谋的女人
en:myth:noun:1,myth,noun,神话,n 神话,/mɪθ/,/mɪθ/,a book of Greek myths,一本关于希腊神话的图书
en:legend:noun:1,legend,noun,传奇,n 传奇,/'lɛdʒənd/,/'ledʒ(ə)nd/,Local legend has it that (= says that ) the island was the original Garden of Eden.,当地传说这个岛就是伊甸园的原型。
en:philosopher:noun:1,philosopher,noun,哲学家,n 哲学家,/fə'lɑsəfɚ/,/fɪ'lɒsəfə/,"Plato, Aristotle, and other Greek philosophers",柏拉图、亚里士多德和其他希腊哲学家
en:concrete:adjective:1,concrete,adjective,具体的,adj 具体的,/'kɑŋkrit/,/'kɒŋkriːt/,What does that mean in concrete terms ?,具体来说那到底是什么意思？
en:emerge:verb:1,emerge,verb,出现,v 出现,/ɪ'mɝdʒ/,/ɪ'mɜːdʒ/,The flowers emerge in the spring.,花儿在春天开放。
en:stir:verb:1,stir,verb,搅动；煽动，激起,v 搅动；煽动，激起,/stɝ/,/stɜː/,Stir the paint to make sure it is smooth.,将油漆搅拌至均匀。
en:senior:noun:1,senior,noun,老年人,n 老年人,/'sinɪɚ/,/'siːnɪə/,Seniors can get a 10% discount.,老年人可以享受10%的折扣。
en:nutritious:adjective:1,nutritious,adjective,营养的,adj 营养的,/nʊ'trɪʃəs/,/njʊ'trɪʃəs/,Wholemeal bread is more nutritious than white bread.,全麦面包比白面包更有营养。
en:expert:adjective:1,expert,adjective,熟练的，内行的,adj 熟练的，内行的,"/'ɛkspɝt; (for adj., also) ɛksˈpɝt ; ɪkˈspɝt/",/'ekspɜːt/,He cast his expert eye on the gardener’s work.,他用内行的眼光看了看园丁干的活。
en:carpenter:noun:1,carpenter,noun,木匠,n 木匠,/ˈkɑːrpəntər/,/ˈkɑːpəntə(r)/,He is a carpenter by profession.,他以木工为业。
en:dampen:verb:1,dampen,verb,抑制,v 抑制,/'dæmpən/,/'dæmp(ə)n/,The light rain dampened the crowd’s enthusiasm.,小雨使观众的热情减退了。
en:grant:verb:1,grant,verb,授予；允许,v 授予；允许,/ɡrænt/,/grɑːnt/,France has agreed to grant him political asylum.,法国已经同意给予他政治庇护。
en:security:noun:1,security,noun,安全，安保,n 安全，安保,/sə'kjʊrəti/,/sɪ'kjʊərətɪ/,The trial was held under tight security .,这场审讯是在戒备森严的情况下进行的。
en:steep:adjective:1,steep,adjective,急剧升/降的；陡峭的,adj 急剧升/降的；陡峭的,/stip/,/stiːp/,The road became rocky and steep.,路变得崎岖陡峭起来。
en:implementation:noun:1,implementation,noun,实现，履行,n 实现，履行,,/ɪmplɪmen'teɪʃ(ə)n/,"They do, however, greatly affect the implementation of those patterns.",然而，它们的确对那些模式的 实现影响很大。
en:weaken:verb:1,weaken,verb,减少，减弱,v 减少，减弱,/'wikən/,/'wiːk(ə)n/,Over the last two years the president’s position has weakened.,过去两年来，总统的地位被削弱了。
en:puzzle:noun:1,puzzle,noun,迷惑,n&v 迷惑,/'pʌzl/,/'pʌz(ə)l/,My sister puzzles me and causes me anxiety.,我的妹妹常会让我不解，使我焦虑。
en:memorize:verb:1,memorize,verb,熟记，牢记,v 熟记，牢记,/'mɛmə'raɪz/,/'meməraɪz/,"He studied his map, trying to memorize the way to Rose's street.",他研究了地图，努力记住去罗丝家那条街的路。
en:cater:verb:1,cater,verb,迎合,v 迎合,/'ketɚ/,/'keɪtə/,We cater to an exclusive clientele.,我们满足一个特殊客户群的需求。
en:a:article:1,a,article,一(个)；每一(个),art 一(个)；每一(个),/ə; e/,/ə; eɪ/,We have a problem.,我们遇到了一个麻烦。
en:abandon:verb:1,abandon,verb,丢弃；放弃，抛弃,v 丢弃；放弃，抛弃,/ə'bændən/,/ə'bænd(ə)n/,How could she abandon her own child?,她怎么能抛弃自己的孩子？
en:ability:noun:1,ability,noun,能力；能耐，本领,n 能力；能耐，本领,/ə'bɪləti/,/ə'bɪlɪtɪ/,The test measures your mathematical ability.,这种测试考查的是数学能力。
en:able:adjective:1,able,adjective,有能力的；出色的,adj 有能力的；出色的,/'ebl/,/'eɪb(ə)l/,one of my more able students,我班上能力比较强的学生之一
en:abnormal:adjective:1,abnormal,adjective,不正常的；变态的,adj 不正常的；变态的,/æbˈnɔːrml/,/æb'nɔːml/,abnormal behaviour,反常行为
en:aboard:adverb:1,aboard,adverb,在船(车)上；上船,adv 在船(车)上；上船,/ə'bɔrd/,/ə'bɔːd/,"The plane crashed, killing all 200 people aboard.",飞机失事，机上200人全部遇难。
en:about:preposition:1,about,preposition,关于；在…周围,prep 关于；在…周围,/ə'baʊt/,/ə'baʊt/,a book about politics,一本有关政治的书
en:above:preposition:1,above,preposition,在…上面；高于,prep 在…上面；高于,/ə'bʌv/,/ə'bʌv/,He lived in a flat above the shop.,他住在那商店上面的一套房间里。
en:abroad:adverb:1,abroad,adverb,(在)国外；到处,adv (在)国外；到处,/ə'brɔd/,/ə'brɔːd/,I’ve never lived abroad before.,我以前从未在国外生活过。
en:absence:noun:1,absence,noun,缺席，不在场；缺乏,n 缺席，不在场；缺乏,/'æbsns/,/'æbs(ə)ns/,"In the absence of any evidence, the police had to let Myers go.",警察没有证据，只好把迈尔斯放了。
en:absent:adjective:2,absent,adjective,不在场的；缺乏的,adj 不在场的；缺乏的,/ˈæbsənt/,/'æbs(ə)nt/,"The dull, absent look on her face implied boredom.",她脸上呆滞、茫然的神情说明她觉得无聊了。
en:absolute:adjective:1,absolute,adjective,绝对的；纯粹的,adj 绝对的；纯粹的,/'æbsəlut/,/'æbsəluːt/,Some of the stuff on TV is absolute rubbish.,电视上播放的有些东西简直就是垃圾。
en:absolutely:adverb:1,absolutely,adverb,完全地；绝对地,adv 完全地；绝对地,/'æbsəlutli/,/'æbsəluːtlɪ/,He made his reasons for resigning absolutely clear.,他把辞职的理由讲得一清二楚。
en:absorb:verb:2,absorb,verb,吸收；使专心,v 吸收；使专心,/æbˈsɔrb; æbˈzɔrb; əbˈsɔrb/,/əb'zɔːb; -'sɔːb/,Plants absorb nutrients from the soil.,植物从土壤中吸收养分。
en:abstract:adjective:2,abstract,adjective,抽象的,adj 抽象的；n 摘要,/'æbstrækt/,/'æbstrækt/,"By the age of seven, children are capable of thinking in abstract terms .",儿童到了七岁就具有抽象思维的能力。
en:abundant:adjective:2,abundant,adjective,丰富的；大量的,adj 丰富的；大量的,/ə'bʌndənt/,/ə'bʌnd(ə)nt/,an abundant supply of fresh water,充足的淡水供应
en:abuse:verb:2,abuse,verb,滥用；虐待,v 滥用；虐待；n 滥用,/ə'bjus/,/ə'bjuːz/,Williams abused his position as Mayor to give jobs to his friends.,威廉斯滥用市长权力，给不少朋友安排了工作。
en:academic:adjective:2,academic,adjective,学院的；学术的,adj 学院的；学术的,"/,ækə'dɛmɪk/",/ækə'demɪk/,He possessed no academic qualifications.,他没有学历。
en:academy:noun:1,academy,noun,私立中学；专科院校,n 私立中学；专科院校,/ə'kædəmi/,/ə'kædəmɪ/,a military academy,军事学院
en:accelerate:verb:2,accelerate,verb,(使)加快；促进,v (使)加快；促进,/əkˈsɛləˌret/,/ək'seləreɪt/,measures to accelerate the rate of economic growth,加快经济增长速度的措施
en:acceleration:noun:1,acceleration,noun,加速；加速度,n 加速；加速度,/ək'sɛlə'reʃən/,/əkselə'reɪʃ(ə)n/,The latest model has excellent acceleration.,这款最新型号加速性能优异。
en:accent:noun:1,accent,noun,口音，腔调；重音,n 口音，腔调；重音,/'æksɛnt/,/'æks(ə)nt; -sent/,He had a strong Irish accent,他有浓重的爱尔兰口音。
en:accept:verb:1,accept,verb,接受；同意,v 接受；同意,/ækˈsɛpt; əkˈsɛpt/,/ə'ksept/,Rick accepted her offer of coffee.,她请里克喝咖啡，他接受了。
en:acceptable:adjective:1,acceptable,adjective,可接受的，合意的,adj 可接受的，合意的,/ək'sɛptəbl/,/ək'septəb(ə)l/,Students who achieve an acceptable standard will progress to degree studies.,达到一定程度的学生可以进一步攻读学位。
en:acceptance:noun:1,acceptance,noun,接受，验收；承认,n 接受，验收；承认,/ək'sɛptəns/,/ək'sept(ə)ns/,"He wrote a letter of acceptance (= a letter in which you agree to accept a job, university place etc ) to the university.",他给那所大学写了一封接受函。
en:access:noun:1,access,noun,接近；通道，入口,n 接近；通道，入口,/'æksɛs/,/'ækses/,Access is by means of a small door on the right.,入口是右边的一扇小门。
en:accessary:noun:1,accessary,noun,同谋，从犯,n 同谋，从犯,/æk'sɛsəri/,/ək'sesərɪ/,,
en:accident:noun:1,accident,noun,意外的；事故,n 意外的；事故,/'æksədənt/,/'æksɪdənt/,"Over 70,000 people are seriously injured every year in road accidents.",每年在道路事故中受重伤的有七万多人。
en:accidental:adjective:1,accidental,adjective,偶然的；非本质的,adj 偶然的；非本质的,"/,æksɪ'dɛntl/",/æksɪ'dent(ə)l/,an accidental discharge of toxic waste,有毒废料的意外排放
en:accommodate:verb:2,accommodate,verb,容纳；供应，供给,v 容纳；供应，供给,/ə'kɑmədet/,/ə'kɒmədeɪt/,He bought a huge house to accommodate his library.,他买了一座大房子来放他的藏书。
en:accommodation:noun:1,accommodation,noun,招待设备；预定铺位,n 招待设备；预定铺位,"/ə,kɑmə'deʃən/",/əkɒmə'deɪʃ(ə)n/,accommodation space,起居舱室
en:accompany:verb:2,accompany,verb,陪伴，陪同；伴随,v 陪伴，陪同；伴随,/ə'kʌmpəni/,/ə'kʌmpənɪ/,Children under 14 must be accompanied by an adult.,14岁以下儿童必须有成人陪同。
en:accomplish:verb:2,accomplish,verb,达到(目的)；完成,v 达到(目的)；完成,/ə'kɑmplɪʃ/,/ə'kʌmplɪʃ; ə'kɒm-/,We have accomplished all we set out to do.,所有计划要做的事情，我们都已完成。
en:accord:verb:1,accord,verb,使一致；给予,v 使一致；给予,/ə'kɔrd/,/ə'kɔːd/,You will not be accorded any special treatment.,你不会得到任何特殊待遇。
en:accordance:noun:1,accordance,noun,一致；和谐；授予,n 一致；和谐；授予,/ə'kɔrdns/,/ə'kɔːd(ə)ns/,in accordance,按照；与…一致
en:accordingly:adverb:1,accordingly,adverb,因此，所以；照着,adv 因此，所以；照着,/ə'kɔrdɪŋli/,/ə'kɔːdɪŋlɪ/,"Some of the laws were contradictory. Accordingly, measures were taken to clarify them.",有些法律相互矛盾，因此，采取了措施将其阐明。
en:account:noun:1,account,noun,记述；解释；帐目,n 记述；解释；帐目,/ə'kaʊnt/,/ə'kaʊnt/,The accounts for last year showed a profit of $2 million.,去年的账目显示利润为200万美元。
en:accumulate:verb:2,accumulate,verb,积累,v 积累；v 堆积,/ə'kjumjəlet/,/ə'kjuːmjʊleɪt/,It is unjust that a privileged few should continue to accumulate wealth.,少数特权阶级继续积聚财富，这是不公平的。
en:accuracy:noun:1,accuracy,noun,准确(性)；准确度,n 准确(性)；准确度,/'ækjərəsi/,/'ækjʊrəsɪ/,He passes the ball with unerring accuracy.,他传球准确无误。
en:accurate:adjective:2,accurate,adjective,准确的，正确无误的,adj 准确的，正确无误的,/'ækjərət/,/'ækjʊrət/,The brochure tries to give a fair and accurate description of each hotel.,该手册尽量公正、准确地介绍每一家酒店。
en:accuse:verb:1,accuse,verb,指责；归咎于,v 指责；归咎于,/ə'kjuz/,/ə'kjuːz/,The professor stands accused of (= has been accused of ) stealing his student’s ideas and publishing them.,那位教授被指控剽窃学生的观点拿去发表。
en:accustom:verb:2,accustom,verb,使习惯,v 使习惯,/ə'kʌstəm/,/ə'kʌstəm/,She tried to accustom herself to the tight bandages.,她尝试着使自己习惯那些紧绷的绷带。
en:accustomed:adjective:1,accustomed,adjective,惯常的；习惯的,adj 惯常的；习惯的,/ə'kʌstəmd/,/ə'kʌstəmd/,The pans were in their accustomed places.,那些锅在老地方。
en:ache:verb:1,ache,verb,痛；想念,v 痛；想念；n 疼痛,/ek/,/eɪk/,His feet were aching from standing so long.,他站了那么久，双脚隐隐作痛。
en:achieve:verb:2,achieve,verb,完成，实现；达到,v 完成，实现；达到,/ə'tʃiv/,/ə'tʃiːv/,Frances achieved very good exam results.,弗朗西丝考试取得了优异成绩。
en:achievement:noun:1,achievement,noun,完成；成就，成绩,n 完成；成就，成绩,/ə'tʃivmənt/,/ə'tʃiːvm(ə)nt/,His great achievement is to make all the players into a united team.,他的伟大成就在于把所有选手组织成一支团结的队伍。
en:acid:noun:1,acid,noun,酸；酸的，酸性的,n 酸；酸的，酸性的,/'æsɪd/,/'æsɪd/,sulphuric acid,硫酸
en:acquaintance:noun:1,acquaintance,noun,认识；了解；熟人,n 认识；了解；熟人,/ə'kwentəns/,/ə'kweɪnt(ə)ns/,She was a casual acquaintance of my family in Vienna.,她是我们家在维也纳的一个交情不深的朋友。
en:acquire:verb:2,acquire,verb,取得；获得；学到,v 取得；获得；学到,/ə'kwaɪr/,/ə'kwaɪə/,Manning hoped to acquire valuable works of art as cheaply as possible.,曼宁希望以尽可能低的价格买到有价值的艺术品。
en:acre:noun:1,acre,noun,英亩(=607亩),n 英亩(=607亩),/'ekɚ/,/'eɪkə/,They own 200 acres of farmland.,他们拥有200英亩农田。
en:across:preposition:1,across,preposition,横过；在…对面,prep 横过；在…对面,/ə'krɔs/,/ə'krɒs/,across the board,全面地；包括一切地；以三等分的钱数赌同一匹马赢得前三名
en:act:verb:1,act,verb,行动；见效,v 行动；见效；n 行为,/ækt/,/ækt/,The company acted correctly in sacking him.,公司解雇他做得对。
en:action:noun:1,action,noun,行动；作用；功能,n 行动；作用；功能,/'ækʃən/,/'ækʃ(ə)n/,The government must take action (= do something ) now to stop the rise in violent crime.,政府现在必须采取行动遏止暴力犯罪的上升。
en:active:adjective:1,active,adjective,活跃的；积极的,adj 活跃的；积极的,/'æktɪv/,/'æktɪv/,games for active youngsters,活跃好动的年轻人玩的游戏
en:activity:noun:1,activity,noun,活动；活力；行动,n 活动；活力；行动,/æk'tɪviti/,/æk'tɪvɪtɪ/,Everyone is free to engage in peaceful political activity.,每个人都可以自由参加和平的政治活动。
en:actor:noun:1,actor,noun,男演员；演剧的人,n 男演员；演剧的人,/'æktɚ/,/'æktə/,His father was an actor in the Cantonese Opera Company.,他父亲曾是粤剧团的一名演员。
en:actress:noun:1,actress,noun,女演员,n 女演员,/'æktrɪs/,/'æktrɪs/,She's not only a great dramatic actress but she's also very funny.,她不仅是一位伟大的女戏剧演员，而且也很幽默。
en:actual:adjective:1,actual,adjective,实际的；现行的,adj 实际的；现行的,/'æktʃuəl/,/'æktʃʊəl; -tjʊəl/,I’m not joking. Those were his actual words.,我没开玩笑，那都是他的原话。
en:actually:adverb:1,actually,adverb,实际上；竟然,adv 实际上；竟然,/'æktʃuəli/,/'æktjʊəlɪ; -tʃʊ-/,"I’ve known Barbara for years. Since we were babies, actually.",我认识芭芭拉很多年了，实际上我们从小就认识。
en:acute:adjective:2,acute,adjective,尖的，锐的；敏锐的,adj 尖的，锐的；敏锐的,/ə'kjut/,/ə'kjuːt/,Young children have a particularly acute sense of smell.,幼儿的嗅觉特别灵敏。
en:ad:noun:1,ad,noun,广告,n 广告,/'e 'di/,/æd/,She replied to a lonely hearts ad she spotted in the New York Times.,她回复了在《纽约时报》上看到的一则求友广告。
en:adapt:verb:2,adapt,verb,使适应；改编,v 使适应；改编,/ə'dæpt/,/ə'dæpt/,The ability to adapt is a definite asset in this job.,适应能力是做这份工作的绝对有利条件。
en:add:verb:1,add,verb,添加，附加，掺加,v 添加，附加，掺加,/æd/,/æd/,"If the mixture seems dry, add water.",如果混合物看上去干，加点水。
en:addition:noun:1,addition,noun,加，加法；附加物,n 加，加法；附加物,/ə'dɪʃən/,/ə'dɪʃ(ə)n/,This is a fine book; a worthy addition to the series.,这是一本好书——是对这套丛书有价值的增补。
en:additional:adjective:2,additional,adjective,附加的，追加的,adj 附加的，追加的,/ə'dɪʃənl/,/ə'dɪʃ(ə)n(ə)l/,Additional information can be obtained from the centre.,可以从中心获取更多信息。
en:address:noun:1,address,noun,地址；演说；谈吐,n 地址；演说；谈吐,/ə'drɛs/,/ə'dres/,"The address is 2025 M Street, NW, Washington, DC, 20036.",地址是华盛顿哥伦比亚特区，华盛顿西北，M街2025号，邮编20036。
en:adequate:adjective:2,adequate,adjective,足够的；可以胜任的,adj 足够的；可以胜任的,/ˈædɪkwət/,/'ædɪkwət/,Farmers have been slow to make adequate provision for their retirement.,农民们迟迟没有为退休做好适当安排。
en:adjective:noun:1,adjective,noun,形容词,n 形容词；adj 形容词的,/'ædʒɪktɪv/,/'ædʒɪktɪv/,In “the black cat” the adjective “black”modifies the noun “cat”.,在“那只黑猫”中，形容词“黑的”修饰名词“猫”。
en:adjust:verb:1,adjust,verb,调整，调节；校正,v 调整，调节；校正,/ə'dʒʌst/,/ə'dʒʌst/,Check and adjust the brakes regularly.,经常检查并调节刹车装置。
en:administration:noun:2,administration,noun,管理；管理部门,n 管理；管理部门,"/əd,mɪnɪ'streʃən/",/ədmɪnɪ'streɪʃ(ə)n/,We’re looking for someone with experience in administration.,我们正在寻找一个有管理经验的人。
en:admire:verb:2,admire,verb,钦佩，羡慕，赞赏,v 钦佩，羡慕，赞赏,/ədˈmaɪr/,/əd'maɪə/,I really admire the way she brings up those kids all on her own.,我十分佩服她独力把那些孩子抚养大。
en:admission:noun:2,admission,noun,允许进入；承认,n 允许进入；承认,/əd'mɪʃən/,/əd'mɪʃ(ə)n/,"Reese, by his own admission , lacks the necessary experience.",里斯自己也承认缺乏必要的经验。
en:admit:verb:2,admit,verb,承认；准许…进入,v 承认；准许…进入,/əd'mɪt/,/əd'mɪt/,"‘Okay, so maybe I was a little bit scared,’ Jenny admitted.",“行了，也许我是有点害怕。”珍妮承认道。
en:adopt:verb:1,adopt,verb,收养；采用；采取,v 收养；采用；采取,/ə'dɑpt/,/ə'dɒpt/,Sally was adopted when she was four.,莎莉四岁时被人收养。
en:adult:noun:1,adult,noun,成年人,n 成年人；adj 成年的,/'ædʌlt/,/'ædʌlt; ə'dʌlt/,Some children find it difficult to talk to adults.,一些孩子觉得与大人很难谈得来。
en:advance:verb:2,advance,verb,前进；提高,v 前进；提高；n 进展,/əd'væns/,/əd'vɑːns/,A line of US tanks slowly advanced.,一列美军坦克缓缓前进。
en:advanced:adjective:2,advanced,adjective,先进的；高级的,adj 先进的；高级的,/əd'vænst/,/æd'vɑːnst/,advanced weapon systems,先进的武器系统
en:advantage:noun:1,advantage,noun,优点，优势；好处,n 优点，优势；好处,/əd'væntɪdʒ/,/əd'vɑːntɪdʒ/,Younger workers tend to be at an advantage (= have an advantage ) when applying for jobs.,年轻点的工人申请工作时往往处于优势地位。
en:adventure:noun:1,adventure,noun,冒险；惊险活动,n 冒险；惊险活动,/əd'vɛntʃɚ/,/əd'ventʃə/,Come on – where’s your sense of adventure?,来吧——你的冒险精神哪里去了？
en:adverb:noun:1,adverb,noun,副词,n 副词,/'ædvɝb/,/'ædvɜːb/,Will you please compare the adverb “well”?,请你说出副词“well”的原级、比较级和最高级好吗?
en:advertisement:noun:1,advertisement,noun,广告；公告；登广告,n 广告；公告；登广告,"/,ædvɚ'taɪzmənt/",/əd'vɜːtɪzm(ə)nt; -tɪs-/,"They put an advertisement in ‘The Morning News’, offering a high salary for the right person.",他们在《晨报》上刊登了一则启事，出高薪寻找合适的人选。
en:advice:noun:2,advice,noun,劝告；忠告；意见,n 劝告；忠告；意见,/ædˈvaɪs; əd'vaɪs/,/əd'vaɪs/,You should have followed my advice.,你真该听我的建议。
en:advisable:noun:1,advisable,noun,明智的；可取的,n 明智的；可取的,/əd'vaɪzəbl/,/əd'vaɪzəb(ə)l/,I deem it advisable to buy property now.,我认为现在购置房地产是明智的。
en:advise:verb:1,advise,verb,劝告；建议；通知,v 劝告；建议；通知,/əd'vaɪz/,/əd'vaɪz/,She needed someone to advise her.,她需要有个人给她出主意。
en:aeroplane:noun:1,aeroplane,noun,飞机,n 飞机,/'ɛrə'plen/,/'eərəpleɪn/,The aeroplane landed us at the airport in Barcelona.,飞机把我们降落在巴塞罗那机场。
en:affair:noun:1,affair,noun,事情，事件；事务,n 事情，事件；事务,/ə'fɛr/,/ə'feə/,Are you interested in world affairs?,你对世界大事感兴趣吗？
en:affect:verb:1,affect,verb,影响；感动,v 影响；感动,/ə'fɛkt/,/ə'fekt/,the areas affected by the hurricane,受飓风影响的地区
en:affection:noun:1,affection,noun,慈爱，爱；爱慕,n 慈爱，爱；爱慕,/ə'fɛkʃən/,/ə'fekʃ(ə)n/,She looked back on those days with affection .,她深情地回顾那些日子。
en:afford:verb:2,afford,verb,担负得起…；提供,v 担负得起…；提供,/ə'fɔrd/,/ə'fɔːd/,The room affords a beautiful view over the city.,这房间可以俯瞰城市美景。
en:afraid:adjective:1,afraid,adjective,害怕的；担心的,adj 害怕的；担心的,/ə'fred/,/ə'freɪd/,There’s no need to be afraid.,没有必要害怕。
en:africa:noun:1,Africa,noun,非洲,n 非洲,/ˈæfrɪkə/,/'æfrɪkə/,The giraffe ranges in Africa.,长颈鹿生长在非洲。
en:african:adjective:1,African,adjective,非洲的,adj 非洲的；n 非洲人,/'æfrɪkən/,/'æfrɪk(ə)n/,...the African continent.,…非洲大陆。
en:after:preposition:1,after,preposition,在…以后；次于,prep 在…以后；次于,/'æftɚ/,/'ɑːftə/,After the war many soldiers stayed in France.,战后，许多士兵留在法国。
en:afternoon:noun:1,afternoon,noun,下午，午后,n 下午，午后,"/,æftɚ'nun/",/ɑːftə'nuːn/,There’s a meeting on Thursday afternoon .,星期四下午有个会议。
en:afterward:adverb:1,afterward,adverb,后来，以后,adv 后来，以后,/ˈæftərwərd/,/'ɑːftəwəd/,"Shortly afterward, police arrested four suspects.",之后不久，警方逮捕了４名嫌疑犯。
en:again:adverb:1,again,adverb,又一次；而且,adv 又一次；而且,/ə'ɡɛn/,/ə'gen; ə'geɪn/,Can you say that again? I didn’t hear.,你能再说一遍吗？ 我没听见。
en:against:preposition:1,against,preposition,倚在；逆，对着,prep 倚在；逆，对着,/ə'ɡɛnst/,/ə'genst; ə'geɪnst/,There was a ladder propped up against the wall.,有一把梯子靠在墙边。
en:age:noun:1,age,noun,年龄；时代,n 年龄；时代；v 变老,/edʒ/,/eɪdʒ/,Francis is the same age as me.,弗朗西斯和我同年岁。
en:agency:noun:2,agency,noun,经办；代理；代理处,n 经办；代理；代理处,/'edʒənsi/,/'eɪdʒ(ə)nsɪ/,a UN agency responsible for helping refugees,负责为难民提供帮助的联合国机构
en:agent:noun:2,agent,noun,代理人，代理商,n 代理人，代理商,/'edʒənt/,/'eɪdʒ(ə)nt/,Our agent in Rio deals with all our Brazilian business.,我们在里约热内卢的业务代表处理我们在巴西的全部业务。
en:aggressive:adjective:2,aggressive,adjective,侵略的；好斗的,adj 侵略的；好斗的,/ə'ɡrɛsɪv/,/ə'gresɪv/,Jim’s voice became aggressive.,吉姆的声音凶了起来。
en:ago:adverb:1,ago,adverb,以前,adv 以前,/ə'ɡo/,/ə'gəʊ/,They moved to a new house some time ago (= a fairly long time ago ) .,他们搬进新居已有些日子了。
en:agony:noun:1,agony,noun,极度痛苦,n 极度痛苦,/'æɡəni/,/'ægənɪ/,the agony of arthritis,关节炎的剧烈疼痛
en:agree:verb:1,agree,verb,同意；持相同意见,v 同意；持相同意见,/ə'ɡri/,/ə'griː/,Teenagers and their parents rarely agree.,十几岁的孩子跟父母意见很少一致。
en:agreement:noun:1,agreement,noun,协定，协议；同意,n 协定，协议；同意,/ə'grimənt/,/ə'griːm(ə)nt/,It is easier for two parties to reach agreement than for three.,两方达成一致比三方达成一致容易。
en:agriculture:noun:1,agriculture,noun,农业，农艺；农学,n 农业，农艺；农学,/'æɡrɪkʌltʃɚ/,/'ægrɪkʌltʃə/,More than 75% of the land is used for agriculture.,75%以上的土地用于农耕。
en:ahead:adverb:1,ahead,adverb,在前；向前；提前,adv 在前；向前；提前,/ə'hɛd/,/ə'hed/,He kept his gaze fixed on the car ahead.,他的目光一直盯着前面的那辆汽车。
en:aid:noun:1,aid,noun,帮助，救护；助手,n 帮助，救护；助手,/ed/,/eɪd/,Foreign aid from many countries poured into the famine area.,来自许多国家的救援物资纷纷送到饥荒地区。
en:aim:verb:1,aim,verb,瞄准，针对；致力,v 瞄准，针对；致力,/em/,/eɪm/,Denver aimed his gun but did not shoot.,丹佛举枪瞄准，但是没有射击。
en:air:noun:1,air,noun,空气；空中；外观,n 空气；空中；外观,/ɛr/,/eə/,Let’s go outside and get some fresh air.,我们出去呼吸些新鲜空气吧。
en:aircraft:noun:1,aircraft,noun,飞机，飞行器,n 飞机，飞行器,/'ɛr'kræft/,/'eəkrɑːft/,The return flight of the aircraft was delayed.,飞机的返回航程被推迟了。
en:airline:noun:1,airline,noun,航空公司；航线,n 航空公司；航线,/'ɛrlaɪn/,/'eəlaɪn/,an airline pilot,航空公司飞行员
en:airplane:noun:1,airplane,noun,飞机,n 飞机,/ˈerpleɪn/,/'eəpleɪn/,The airplane cracked up in landing.,这架飞机在着陆时坠毁。
